XP_004987452.1	Em0001g23a
XP_004990568.1	Em0013g812a
XP_004990571.1	Em0019g342a
XP_004990572.1	Em0001g2532a
XP_004990574.1	Em0008g1070a
XP_004990579.1	Em0018g218a
XP_004990580.1	Em0053g11a
XP_004990587.1	Em0008g367a
XP_004990593.1	Em0016g1022a
XP_004990594.1	Em0011g42a
XP_004990595.1	Em0005g1445a
XP_004990601.1	Em0023g755a
XP_004990613.1	Em0018g1095a
XP_004990620.1	Em0060g16a
XP_004990624.1	Em0011g1050a
XP_004990626.1	Em0021g273a
XP_004990632.1	Em0011g63a
XP_004990633.1	Em0014g357a
XP_004990643.1	Em0006g1558a
XP_004990659.1	Em0015g54a
XP_004990663.1	Em0023g444a
XP_004990669.1	Em0001g998a
XP_004990671.1	Em0015g172a
XP_004990675.1	Em0018g430a
XP_004990677.1	Em0004g208a
XP_004990680.1	Em0023g731a
XP_004990683.1	Em0009g1064a
XP_004990690.1	Em0023g526a
XP_004990692.1	Em0012g1096a
XP_004990693.1	Em0015g507a
XP_004990697.1	Em0021g873a
XP_004990703.1	Em0021g835a
XP_004990704.1	Em0015g603a
XP_004990706.1	Em0013g813a
XP_004990707.1	Em0014g600a
XP_004990710.1	Em0016g110a
XP_004990711.1	Em1360g1a
XP_004990712.1	Em0009g1304a
XP_004990715.1	Em0022g418a
XP_004990717.1	Em0013g718a
XP_004990718.1	Em0016g361a
XP_004990725.1	Em0006g1280a
XP_004990731.1	Em0960g3a
XP_004990732.1	Em0012g461a
XP_004990734.1	Em0009g1144a
XP_004990737.1	Em0001g3615a
XP_004990742.1	Em0006g1144a
XP_004990743.1	Em0016g1176a
XP_004990745.1	Em0013g835a
XP_004990756.1	Em0019g213a
XP_004990757.1	Em0015g1181a
XP_004990768.1	Em0005g1545a
XP_004990769.1	Em0010g263a
XP_004990771.1	Em0002g1841a
XP_004990775.1	Em0001g1822a
XP_004990776.1	Em0014g71a
XP_004990784.1	Em0005g1334a
XP_004990792.1	Em0009g1281a
XP_004990793.1	Em0395g9a
XP_004990800.1	Em0021g882a
XP_004990804.1	Em0031g20a
XP_004990805.1	Em0009g1192a
XP_004990806.1	Em0023g794a
XP_004990807.1	Em0028g8a
XP_004990808.1	Em0003g1366a
XP_004990811.1	Em0021g897a
XP_004990813.1	Em0015g56a
XP_004990815.1	Em0019g202a
XP_004990818.1	Em0004g1134a
XP_004990829.1	Em0019g287a
XP_004990833.1	Em0021g424a
XP_004990834.1	Em0023g742a
XP_004990835.1	Em0019g153a
XP_004990839.1	Em0015g512a
XP_004990840.1	Em0018g137a
XP_004990842.1	Em0013g832a
XP_004990846.1	Em0022g940a
XP_004990849.1	Em0021g769a
XP_004990851.1	Em0014g11a
XP_004990852.1	Em0023g932a
XP_004990854.1	Em0006g1244a
XP_004990856.1	Em0010g853a
XP_004990858.1	Em0008g94a
XP_004990863.1	Em0013g108a
XP_004990865.1	Em0011g129a
XP_004990867.1	Em0023g266a
XP_004990871.1	Em0021g871a
XP_004990877.1	Em0531g3a
XP_004990878.1	Em0020g978a
XP_004990881.1	Em0021g935a
XP_004990884.1	Em0021g824a
XP_004990885.1	Em0019g885a
XP_004990896.1	Em0023g779a
XP_004990897.1	Em0012g1033a
XP_004990903.1	Em0021g726a
XP_004990905.1	Em0021g973a
XP_004990906.1	Em0162g6a
XP_004990911.1	Em0009g1299a
XP_004990913.1	Em0021g909a
XP_004990916.1	Em0019g239a
XP_004990917.1	Em0015g251a
XP_004990923.1	Em0009g1030a
XP_004990928.1	Em0017g565a
XP_004990929.1	Em0018g982a
XP_004990931.1	Em0021g942a
XP_004990932.1	Em0022g259a
XP_004990933.1	Em0021g915a
XP_004990934.1	Em0015g52a
XP_004990936.1	Em0021g614a
XP_004990955.1	Em0018g611a
XP_004990956.1	Em0021g773a
XP_004990957.1	Em0016g901a
XP_004990965.1	Em0018g128a
XP_004990969.1	Em0004g1685a
XP_004990973.1	Em0005g1659a
XP_004990976.1	Em0017g208a
XP_004990984.1	Em0009g1095a
XP_004990987.1	Em0008g202a
XP_004990989.1	Em0009g1048a
XP_004990991.1	Em0006g1044a
XP_004990996.1	Em0016g1163a
XP_004990999.1	Em0006g1560a
XP_004991004.1	Em0022g524a
XP_004991005.1	Em0019g150a
XP_004991006.1	Em0021g19a
XP_004991012.1	Em0020g367a
XP_004991021.1	Em0018g1173a
XP_004991028.1	Em1372g1a
XP_004991034.1	Em0008g1201a
XP_004991035.1	Em0018g859a
XP_004991037.1	Em0015g731a
XP_004991038.1	Em0011g293a
XP_004991039.1	Em0005g1239a
XP_004991044.1	Em0011g1029a
XP_004991046.1	Em0023g499a
XP_004991048.1	Em0022g224a
XP_004991052.1	Em0013g720a
XP_004991054.1	Em0003g186a
XP_004991058.1	Em0020g489a
XP_004991059.1	Em0020g660a
XP_004991060.1	Em0002g341a
XP_004991061.1	Em0015g958a
XP_004991063.1	Em0005g1600a
XP_004991065.1	Em0018g1150a
XP_004991074.1	Em0020g63a
XP_004991077.1	Em0005g1035a
XP_004991079.1	Em0015g66a
XP_004991081.1	Em0114g10a
XP_004991084.1	Em0144g7a
XP_004991085.1	Em0019g193a
XP_004991086.1	Em0004g58a
XP_004991098.1	Em0019g1205a
XP_004991099.1	Em0019g878a
XP_004991101.1	Em0007g722a
XP_004991102.1	Em0009g279a
XP_004991105.1	Em0006g530a
XP_004991107.1	Em0009g34a
XP_004991108.1	Em0004g91a
XP_004991109.1	Em0001g3710a
XP_004991110.1	Em0001g1102a
XP_004991111.1	Em0023g568a
XP_004991112.1	Em0013g885a
XP_004991113.1	Em0006g985a
XP_004991115.1	Em0006g908a
XP_004991116.1	Em0015g671a
XP_004991118.1	Em0008g151a
XP_004991119.1	Em0001g228a
XP_004991122.1	Em0019g278a
XP_004991123.1	Em0020g499a
XP_004991124.1	Em0020g350a
XP_004991125.1	Em0011g174a
XP_004991127.1	Em0007g256a
XP_004991129.1	Em0016g150a
XP_004991132.1	Em0023g124a
XP_004991133.1	Em0015g716a
XP_004991135.1	Em0006g1002a
XP_004991141.1	Em0007g194a
XP_004991142.1	Em0018g350a
XP_004991143.1	Em0015g1210a
XP_004991144.1	Em0001g3380a
XP_004991146.1	Em0015g921a
XP_004991147.1	Em0015g714a
XP_004991148.1	Em0023g937a
XP_004991150.1	Em0022g525a
XP_004991156.1	Em0021g282a
XP_004991161.1	Em0009g1226a
XP_004991162.1	Em0005g1529a
XP_004991164.1	Em0020g882a
XP_004991166.1	Em0017g141a
XP_004991172.1	Em0009g35a
XP_004991174.1	Em0017g177a
XP_004991181.1	Em0018g1197a
XP_004991182.1	Em0017g932a
XP_004991185.1	Em0009g1231a
XP_004991187.1	Em0017g286a
XP_004991190.1	Em0018g810a
XP_004991192.1	Em0014g708a
XP_004991193.1	Em0001g1237a
XP_004991205.1	Em0021g728a
XP_004991207.1	Em0023g789a
XP_004991211.1	Em0013g171a
XP_004991217.1	Em0009g961a
XP_004991219.1	Em0018g866a
XP_004991225.1	Em0068g4a
XP_004991226.1	Em0009g151a
XP_004991230.1	Em0002g676a
XP_004991247.1	Em0019g1054a
XP_004991249.1	Em0018g360a
XP_004991252.1	Em0022g294a
XP_004991253.1	Em0010g809a
XP_004991254.1	Em0023g194a
XP_004991256.1	Em0023g284a
XP_004991257.1	Em0005g1647a
XP_004991258.1	Em0004g349a
XP_004991259.1	Em0007g155a
XP_004991272.1	Em0001g3793a
XP_004991273.1	Em0008g1133a
XP_004991278.1	Em0002g39a
XP_004991280.1	Em0016g250a
XP_004991282.1	Em0003g964a
XP_004991286.1	Em0001g1075a
XP_004991291.1	Em0016g148a
XP_004991292.1	Em0018g1006a
XP_004991296.1	Em0020g1079a
XP_004991317.1	Em0016g398a
XP_004991318.1	Em0016g991a
XP_004991324.1	Em0068g11a
XP_004991325.1	Em0010g877a
XP_004991328.1	Em0019g946a
XP_004991329.1	Em0022g251a
XP_004991330.1	Em0005g80a
XP_004991332.1	Em0019g713a
XP_004991333.1	Em0005g1444a
XP_004991341.1	Em0014g137a
XP_004991342.1	Em0017g253a
XP_004991350.1	Em0005g103a
XP_004991351.1	Em0021g912a
XP_004991354.1	Em0005g1037a
XP_004991355.1	Em0005g167a
XP_004991356.1	Em0013g148a
XP_004991357.1	Em0016g1078a
XP_004991358.1	Em0023g22a
XP_004991360.1	Em0009g681a
XP_004991362.1	Em0004g974a
XP_004991369.1	Em0018g1122a
XP_004991381.1	Em0013g1093a
XP_004991382.1	Em0002g751a
XP_004991384.1	Em0013g280a
XP_004991389.1	Em0016g945a
XP_004991395.1	Em0001g3558a
XP_004991404.1	Em0011g644a
XP_004991406.1	Em0003g1408a
XP_004991407.1	Em0001g3730a
XP_004991409.1	Em0015g571a
XP_004991410.1	Em0021g894a
XP_004991412.1	Em0009g1199a
XP_004991414.1	Em0008g1108a
XP_004991420.1	Em0014g12a
XP_004991421.1	Em0016g1067a
XP_004991422.1	Em0016g117a
XP_004991427.1	Em0002g976a
XP_004991438.1	Em0017g954a
XP_004991445.1	Em0017g187a
XP_004991448.1	Em0013g111a
XP_004991454.1	Em0014g49a
XP_004991459.1	Em0020g1077a
XP_004991460.1	Em0003g2a
XP_004991461.1	Em0003g460a
XP_004991467.1	Em0009g995a
XP_004991469.1	Em0023g267a
XP_004991470.1	Em0016g214a
XP_004991474.1	Em0001g3389a
XP_004991477.1	Em0016g58a
XP_004991479.1	Em0015g1071a
XP_004991480.1	Em0019g354a
XP_004991483.1	Em0021g114a
XP_004991484.1	Em0012g1051a
XP_004991485.1	Em0023g357a
XP_004991488.1	Em0003g347a
XP_004991489.1	Em0023g408a
XP_004991493.1	Em0015g74a
XP_004991500.1	Em0013g113a
XP_004991503.1	Em0023g311a
XP_004991506.1	Em0003g1002a
XP_004991509.1	Em0020g945a
XP_004991510.1	Em0003g1836a
XP_004991511.1	Em0017g636a
XP_004991521.1	Em0015g1217a
XP_004991522.1	Em0009g1248a
XP_004991523.1	Em0288g5a
XP_004991528.1	Em0022g360a
XP_004991530.1	Em0004g1706a
XP_004991531.1	Em0023g305a
XP_004991532.1	Em0022g326a
XP_004991533.1	Em0019g609a
XP_004991536.1	Em0011g76a
XP_004991539.1	Em0011g816a
XP_004991547.1	Em0011g1170a
XP_004991549.1	Em0016g173a
XP_004991550.1	Em0019g357a
XP_004991551.1	Em0018g48a
XP_004991562.1	Em0003g290a
XP_004991563.1	Em0018g1030a
XP_004991565.1	Em0019g280a
XP_004991566.1	Em0002g182a
XP_004991572.1	Em0018g258a
XP_004991575.1	Em0020g863a
XP_004991580.1	Em0018g931a
XP_004991581.1	Em0009g655a
XP_004991583.1	Em0005g1649a
XP_004991585.1	Em0011g791a
XP_004991593.1	Em0021g727a
XP_004991594.1	Em0014g788a
XP_004991598.1	Em0021g662a
XP_004991602.1	Em0021g972a
XP_004991609.1	Em0007g240a
XP_004991610.1	Em0001g723a
XP_004991613.1	Em0011g66a
XP_004991614.1	Em0016g122a
XP_004991616.1	Em0015g433a
XP_004991619.1	Em0005g1665a
XP_004991620.1	Em0014g75a
XP_004991628.1	Em0019g186a
XP_004991629.1	Em0010g847a
XP_004991632.1	Em0011g14a
XP_004991634.1	Em0013g97a
XP_004991635.1	Em0020g558a
XP_004991636.1	Em0158g7a
XP_004991638.1	Em0015g902a
XP_004991640.1	Em0020g121a
XP_004991644.1	Em0008g486a
XP_004991647.1	Em0011g10a
XP_004991656.1	Em0021g291a
XP_004991659.1	Em0015g673a
XP_004991660.1	Em0016g1025a
XP_004991669.1	Em0021g890a
XP_004991672.1	Em0005g1172a
XP_004991676.1	Em0017g18a
XP_004991680.1	Em0017g144a
XP_004991683.1	Em0017g559a
XP_004991688.1	Em0020g644a
XP_004991690.1	Em0003g345a
XP_004991691.1	Em0007g251a
XP_004991695.1	Em0014g767a
XP_004991697.1	Em0088g9a
XP_004991698.1	Em0007g738a
XP_004991702.1	Em0001g414a
XP_004991707.1	Em0022g130a
XP_004991711.1	Em0011g853a
XP_004991712.1	Em0015g292a
XP_004991714.1	Em0011g12a
XP_004991715.1	Em0012g1094a
XP_004991717.1	Em0447g4a
XP_004991718.1	Em0009g609a
XP_004991724.1	Em0023g607a
XP_004991725.1	Em0011g860a
XP_004991730.1	Em0002g1869a
XP_004991735.1	Em0016g169a
XP_004991736.1	Em0012g917a
XP_004991748.1	Em0022g169a
XP_004991749.1	Em0004g1359a
XP_004991751.1	Em0014g640a
XP_004991754.1	Em0023g543a
XP_004991760.1	Em0005g1626a
XP_004991761.1	Em0022g60a
XP_004991764.1	Em0019g656a
XP_004991766.1	Em0005g893a
XP_004991767.1	Em0001g2411a
XP_004991768.1	Em0010g71a
XP_004991790.1	Em0013g834a
XP_004991793.1	Em0013g151a
XP_004991794.1	Em0009g104a
XP_004991795.1	Em0013g327a
XP_004991798.1	Em0018g1081a
XP_004991802.1	Em0006g681a
XP_004991816.1	Em0004g1682a
XP_004991817.1	Em0012g383a
XP_004991826.1	Em0014g35a
XP_004991829.1	Em0017g952a
XP_004991831.1	Em0003g528a
XP_004991832.1	Em0402g8a
XP_004991833.1	Em0008g60a
XP_004991835.1	Em0021g969a
XP_004991836.1	Em0015g70a
XP_004991839.1	Em0009g1113a
XP_004991842.1	Em0015g154a
XP_004991843.1	Em0018g794a
XP_004991844.1	Em0018g1047a
XP_004991846.1	Em0019g189a
XP_004991847.1	Em0011g681a
XP_004991848.1	Em0018g283a
XP_004991850.1	Em0013g258a
XP_004991876.1	Em0021g319a
XP_004991877.1	Em0008g1166a
XP_004991879.1	Em0024g355a
XP_004991880.1	Em0015g110a
XP_004991881.1	Em0015g146a
XP_004991884.1	Em0006g862a
XP_004991885.1	Em0011g83a
XP_004991886.1	Em0001g1587a
XP_004991890.1	Em0015g97a
XP_004991892.1	Em0018g515a
XP_004991893.1	Em0019g580a
XP_004991894.1	Em0019g864a
XP_004991895.1	Em0020g95a
XP_004991898.1	Em0018g718a
XP_004991908.1	Em0012g177a
XP_004991915.1	Em0020g566a
XP_004991919.1	Em0020g71a
XP_004991930.1	Em0015g111a
XP_004991935.1	Em0003g1404a
XP_004991937.1	Em0022g319a
XP_004991941.1	Em0023g420a
XP_004991948.1	Em0012g483a
XP_004991949.1	Em0018g1107a
XP_004991952.1	Em0019g555a
XP_004991961.1	Em0021g884a
XP_004991963.1	Em0016g86a
XP_004991966.1	Em0015g49a
XP_004991968.1	Em0018g974a
XP_004991969.1	Em0021g922a
XP_004991974.1	Em0019g719a
XP_004991981.1	Em0015g179a
XP_004991982.1	Em0016g1118a
XP_004991987.1	Em0021g82a
XP_004991988.1	Em0015g349a
XP_004991989.1	Em0018g1029a
XP_004991990.1	Em0023g933a
XP_004991991.1	Em0015g307a
XP_004991994.1	Em0019g160a
XP_004991999.1	Em0009g165a
XP_004992001.1	Em0021g829a
XP_004992006.1	Em0012g1077a
XP_004992008.1	Em0011g1185a
XP_004992009.1	Em0009g1283a
XP_004992010.1	Em0695g3a
XP_004992012.1	Em0015g1015a
XP_004992013.1	Em0023g523a
XP_004992022.1	Em0009g1071a
XP_004992023.1	Em0019g1131a
XP_004992024.1	Em0020g312a
XP_004992027.1	Em0014g809a
XP_004992028.1	Em0022g269a
XP_004992032.1	Em0002g753a
XP_004992033.1	Em0015g109a
XP_004992038.1	Em0011g979a
XP_004992039.1	Em0019g1049a
XP_004992042.1	Em0018g989a
XP_004992045.1	Em0023g762a
XP_004992048.1	Em0015g436a
XP_004992050.1	Em0015g552a
XP_004992052.1	Em0006g1143a
XP_004992055.1	Em0012g40a
XP_004992056.1	Em0010g1034a
XP_004992058.1	Em0018g67a
XP_004992060.1	Em0015g775a
XP_004992063.1	Em0011g463a
XP_004992065.1	Em0011g501a
XP_004992070.1	Em0015g92a
XP_004992071.1	Em0012g620a
XP_004992073.1	Em0015g675a
XP_004992076.1	Em0011g830a
XP_004992077.1	Em0001g224a
XP_004992087.1	Em0019g245a
XP_004992088.1	Em0015g87a
XP_004992089.1	Em0009g988a
XP_004992090.1	Em0006g1358a
XP_004992097.1	Em0023g307a
XP_004992098.1	Em0015g230a
XP_004992101.1	Em0013g849a
XP_004992102.1	Em0023g943a
XP_004992103.1	Em0002g29a
XP_004992105.1	Em0013g282a
XP_004992107.1	Em0017g951a
XP_004992110.1	Em0021g811a
XP_004992113.1	Em0008g974a
XP_004992114.1	Em0006g472a
XP_004992115.1	Em0022g658a
XP_004992118.1	Em0008g956a
XP_004992123.1	Em0009g1019a
XP_004992128.1	Em0015g759a
XP_004992129.1	Em0001g620a
XP_004992130.1	Em0008g1173a
XP_004992131.1	Em0019g1123a
XP_004992132.1	Em0008g1068a
XP_004992133.1	Em0020g885a
XP_004992137.1	Em0006g1007a
XP_004992138.1	Em0004g240a
XP_004992139.1	Em0508g11a
XP_004992140.1	Em0004g36a
XP_004992141.1	Em0019g989a
XP_004992156.1	Em0037g11a
XP_004992157.1	Em0016g1110a
XP_004992162.1	Em0020g973a
XP_004992164.1	Em0018g1007a
XP_004992167.1	Em0004g95a
XP_004992168.1	Em0008g185a
XP_004992171.1	Em0008g1213a
XP_004992176.1	Em0008g819a
XP_004992180.1	Em0023g25a
XP_004992187.1	Em0008g1007a
XP_004992188.1	Em0018g158a
XP_004992194.1	Em0022g934a
XP_004992202.1	Em0014g55a
XP_004992206.1	Em0004g1622a
XP_004992213.1	Em0010g941a
XP_004992214.1	Em0016g424a
XP_004992216.1	Em0009g1296a
XP_004992224.1	Em0023g653a
XP_004992225.1	Em0018g1090a
XP_004992228.1	Em0018g69a
XP_004992230.1	Em0011g1027a
XP_004992243.1	Em0023g100a
XP_004992244.1	Em0022g422a
XP_004992252.1	Em0001g1620a
XP_004992265.1	Em0052g6a
XP_004992269.1	Em0009g613a
XP_004992270.1	Em0008g955a
XP_004992279.1	Em0023g200a
XP_004992285.1	Em0018g621a
XP_004992286.1	Em0021g224a
XP_004992289.1	Em0019g1093a
XP_004992293.1	Em0019g879a
XP_004992294.1	Em0015g978a
XP_004992296.1	Em0008g99a
XP_004992299.1	Em0023g201a
XP_004992300.1	Em0015g627a
XP_004992303.1	Em0012g1032a
XP_004992304.1	Em0010g899a
XP_004992305.1	Em0012g769a
XP_004992313.1	Em0018g1109a
XP_004992315.1	Em0008g1079a
XP_004992316.1	Em0020g320a
XP_004992317.1	Em0023g47a
XP_004992323.1	Em0329g2a
XP_004992325.1	Em0015g250a
XP_004992326.1	Em0015g662a
XP_004992330.1	Em0011g156a
XP_004992331.1	Em0004g1651a
XP_004992336.1	Em0001g1293a
XP_004992337.1	Em0005g25a
XP_004992339.1	Em0030g22a
XP_004992340.1	Em0015g137a
XP_004992341.1	Em0021g63a
XP_004992344.1	Em0005g1623a
XP_004992345.1	Em0004g3a
XP_004992346.1	Em0021g916a
XP_004992350.1	Em0008g1026a
XP_004992352.1	Em0004g244a
XP_004992353.1	Em0008g1258a
XP_004992362.1	Em0016g301a
XP_004992369.1	Em0419g6a
XP_004992370.1	Em0007g18a
XP_004992371.1	Em0006g620a
XP_004992372.1	Em0024g61a
XP_004992373.1	Em0010g926a
XP_004992375.1	Em0019g1090a
XP_004992378.1	Em0021g37a
XP_004992381.1	Em0004g996a
XP_004992382.1	Em0759g2a
XP_004992385.1	Em0068g12a
XP_004992386.1	Em0016g500a
XP_004992389.1	Em0030g23a
XP_004992391.1	Em0004g5a
XP_004992403.1	Em0007g1575a
XP_004992414.1	Em0018g1209a
XP_004992417.1	Em0019g349a
XP_004992418.1	Em0010g120a
XP_004992419.1	Em0013g825a
XP_004992423.1	Em0014g436a
XP_004992427.1	Em0010g714a
XP_004992432.1	Em0016g990a
XP_004992437.1	Em0013g45a
XP_004992443.1	Em0022g268a
XP_004992449.1	Em0016g1018a
XP_004992451.1	Em0017g293a
XP_004992452.1	Em0019g330a
XP_004992453.1	Em0022g466a
XP_004992455.1	Em0022g654a
XP_004992456.1	Em0022g194a
XP_004992458.1	Em0677g1a
XP_004992459.1	Em0018g377a
XP_004992460.1	Em0006g893a
XP_004992462.1	Em0024g87a
XP_004992464.1	Em0014g539a
XP_004992467.1	Em0012g902a
XP_004992469.1	Em0021g388a
XP_004992470.1	Em0863g2a
XP_004992472.1	Em0020g93a
XP_004992473.1	Em0200g2a
XP_004992475.1	Em0013g93a
XP_004992480.1	Em0007g86a
XP_004992481.1	Em0009g57a
XP_004992486.1	Em0019g1041a
XP_004992490.1	Em0010g929a
XP_004992494.1	Em0010g989a
XP_004992496.1	Em0005g1631a
XP_004992497.1	Em0014g571a
XP_004992499.1	Em0006g915a
XP_004992502.1	Em0019g1035a
XP_004992503.1	Em0008g1109a
XP_004992508.1	Em0009g1018a
XP_004992515.1	Em0013g974a
XP_004992520.1	Em1006g3a
XP_004992524.1	Em0020g173a
XP_004992525.1	Em0020g1078a
XP_004992529.1	Em0020g1099a
XP_004992531.1	Em0019g1162a
XP_004992532.1	Em0015g43a
XP_004992534.1	Em0022g407a
XP_004992536.1	Em0398g3a
XP_004992540.1	Em0022g285a
XP_004992541.1	Em0020g239a
XP_004992546.1	Em0009g987a
XP_004992552.1	Em0005g1522a
XP_004992553.1	Em0010g1037a
XP_004992555.1	Em0009g1152a
XP_004992558.1	Em0018g143a
XP_004992559.1	Em0019g648a
XP_004992561.1	Em0004g29a
XP_004992567.1	Em0015g475a
XP_004992570.1	Em0022g293a
XP_004992575.1	Em0009g618a
XP_004992576.1	Em0001g2040a
XP_004992578.1	Em0016g1167a
XP_004992580.1	Em0018g38a
XP_004992585.1	Em0011g70a
XP_004992587.1	Em0003g342a
XP_004992589.1	Em0015g1115a
XP_004992590.1	Em0002g1894a
XP_004992592.1	Em0011g69a
XP_004992593.1	Em0008g54a
XP_004992594.1	Em0018g131a
XP_004992597.1	Em0011g659a
XP_004992601.1	Em0018g39a
XP_004992607.1	Em0010g800a
XP_004992608.1	Em0015g457a
XP_004992613.1	Em0025g58a
XP_004992614.1	Em0081g10a
XP_004992617.1	Em0024g274a
XP_004992619.1	Em0022g30a
XP_004992620.1	Em0022g155a
XP_004992624.1	Em0022g699a
XP_004992626.1	Em0020g99a
XP_004992628.1	Em0016g1074a
XP_004992635.1	Em0018g480a
XP_004992636.1	Em0023g227a
XP_004992637.1	Em0015g1221a
XP_004992644.1	Em0016g1004a
XP_004992647.1	Em0023g802a
XP_004992653.1	Em0022g195a
XP_004992654.1	Em0003g56a
XP_004992655.1	Em0020g841a
XP_004992656.1	Em0015g935a
XP_004992657.1	Em0021g32a
XP_004992658.1	Em0016g273a
XP_004992659.1	Em0016g215a
XP_004992662.1	Em0018g839a
XP_004992663.1	Em0020g1101a
XP_004992668.1	Em0018g505a
XP_004992669.1	Em0021g239a
XP_004992670.1	Em0019g644a
XP_004992671.1	Em0001g3795a
XP_004992672.1	Em0016g1086a
XP_004992674.1	Em0020g453a
XP_004992675.1	Em0019g1210a
XP_004992676.1	Em0014g703a
XP_004992677.1	Em0011g264a
XP_004992678.1	Em0013g227a
XP_004992679.1	Em0009g1008a
XP_004992689.1	Em0013g283a
XP_004992693.1	Em0019g1221a
XP_004992697.1	Em0019g1203a
XP_004992698.1	Em0016g218a
XP_004992700.1	Em0004g24a
XP_004992701.1	Em0001g1140a
XP_004992706.1	Em0016g287a
XP_004992708.1	Em0016g569a
XP_004992709.1	Em0015g694a
XP_004992727.1	Em0019g842a
XP_004992729.1	Em0021g486a
XP_004992735.1	Em0015g763a
XP_004992737.1	Em0021g402a
XP_004992738.1	Em0005g1439a
XP_004992740.1	Em0003g293a
XP_004992741.1	Em0001g209a
XP_004992742.1	Em0004g1361a
XP_004992745.1	Em0005g1625a
XP_004992746.1	Em0023g548a
XP_004992749.1	Em0010g261a
XP_004992750.1	Em0021g340a
XP_004992751.1	Em0047g3a
XP_004992752.1	Em0021g917a
XP_004992755.1	Em0005g1020a
XP_004992756.1	Em0005g87a
XP_004992757.1	Em0011g503a
XP_004992759.1	Em0032g39a
XP_004992762.1	Em0001g1313a
XP_004992765.1	Em0005g1018a
XP_004992766.1	Em0011g784a
XP_004992768.1	Em0001g528a
XP_004992776.1	Em0005g1063a
XP_004992777.1	Em0179g2a
XP_004992779.1	Em0020g655a
XP_004992783.1	Em0005g1346a
XP_004992787.1	Em0015g1203a
XP_004992788.1	Em0021g994a
XP_004992789.1	Em0015g112a
XP_004992790.1	Em0017g31a
XP_004992800.1	Em0003g317a
XP_004992802.1	Em0018g31a
XP_004992805.1	Em0018g715a
XP_004992812.1	Em0016g879a
XP_004992816.1	Em0021g836a
XP_004992820.1	Em0016g280a
XP_004992822.1	Em0019g322a
XP_004992823.1	Em0010g63a
XP_004992824.1	Em0388g3a
XP_004992825.1	Em0005g1165a
XP_004992830.1	Em0013g169a
XP_004992839.1	Em0019g736a
XP_004992840.1	Em0022g272a
XP_004992843.1	Em0016g938a
XP_004992844.1	Em0006g717a
XP_004992849.1	Em0019g1050a
XP_004992867.1	Em0007g1394a
XP_004992871.1	Em0006g1155a
XP_004992874.1	Em0024g240a
XP_004992882.1	Em0005g1146a
XP_004992883.1	Em0021g40a
XP_004992885.1	Em0019g328a
XP_004992886.1	Em0014g789a
XP_004992887.1	Em0026g55a
XP_004992890.1	Em0018g1087a
XP_004992891.1	Em0016g539a
XP_004992902.1	Em0001g471a
XP_004992903.1	Em0002g294a
XP_004992911.1	Em0023g474a
XP_004992912.1	Em0009g110a
XP_004992917.1	Em0011g189a
XP_004992918.1	Em0002g1861a
XP_004992929.1	Em0021g290a
XP_004992933.1	Em0001g3333a
XP_004992937.1	Em0003g1530a
XP_004992940.1	Em0009g1233a
XP_004992944.1	Em0158g3a
XP_004992948.1	Em0003g1546a
XP_004992951.1	Em0019g293a
XP_004992966.1	Em0017g957a
XP_004992967.1	Em0001g110a
XP_004992968.1	Em0007g1460a
XP_004992976.1	Em0009g143a
XP_004992977.1	Em0023g36a
XP_004992983.1	Em0018g429a
XP_004992984.1	Em0021g223a
XP_004992985.1	Em0014g371a
XP_004992991.1	Em0023g493a
XP_004992993.1	Em0023g494a
XP_004992997.1	Em0114g13a
XP_004992998.1	Em0013g820a
XP_004993015.1	Em0630g2a
XP_004993017.1	Em0018g164a
XP_004993018.1	Em0016g1033a
XP_004993019.1	Em0004g308a
XP_004993021.1	Em0016g265a
XP_004993023.1	Em0020g821a
XP_004993024.1	Em0023g518a
XP_004993025.1	Em0019g355a
XP_004993027.1	Em0008g1268a
XP_004993029.1	Em0004g205a
XP_004993040.1	Em0004g22a
XP_004993041.1	Em0002g1747a
XP_004993042.1	Em0011g229a
XP_004993043.1	Em0003g1212a
XP_004993045.1	Em0015g80a
XP_004993048.1	Em0011g147a
XP_004993049.1	Em0009g400a
XP_004993052.1	Em0007g242a
XP_004993053.1	Em0020g135a
XP_004993055.1	Em0016g168a
XP_004993056.1	Em0019g144a
XP_004993065.1	Em0001g1273a
XP_004993069.1	Em0014g603a
XP_004993071.1	Em0014g892a
XP_004993074.1	Em0015g53a
XP_004993075.1	Em0022g4a
XP_004993077.1	Em0010g178a
XP_004993079.1	Em0016g259a
XP_004993080.1	Em0016g65a
XP_004993087.1	Em0015g269a
XP_004993089.1	Em0016g88a
XP_004993090.1	Em0003g36a
XP_004993091.1	Em0009g1293a
XP_004993092.1	Em0012g974a
XP_004993093.1	Em0023g369a
XP_004993095.1	Em0019g208a
XP_004993096.1	Em0013g41a
XP_004993106.1	Em0005g1655a
XP_004993110.1	Em0448g2a
XP_004993116.1	Em0020g845a
XP_004993118.1	Em0022g26a
XP_004993119.1	Em0020g974a
XP_004993120.1	Em0074g16a
XP_004993123.1	g33026.t1
XP_004993126.1	Em0022g695a
XP_004993128.1	Em0015g1156a
XP_004993129.1	Em0022g667a
XP_004993133.1	Em0015g1246a
XP_004993139.1	Em0001g850a
XP_004993144.1	Em0047g13a
XP_004993147.1	Em0015g133a
XP_004993149.1	Em0019g284a
