XP_004340462.2	Hcv1.av93.c2.g1172.i1
XP_004344249.1	Hcv1.av93.c1.g1637.i1
XP_004344250.2	Hcv1.av93.c11.g248.i1
XP_004344251.1	Hcv1.av93.c6.g1198.i1
XP_004344252.1	Hcv1.av93.c1.g1199.i1
XP_004344254.1	Hcv1.av93.c4.g204.i1
XP_004344255.1	Hcv1.av93.c2.g1374.i1
XP_004344257.1	Hcv1.av93.c1.g296.i1
XP_004344259.1	Hcv1.av93.c1.g1476.i1
XP_004344260.1	Hcv1.av93.c1.g1473.i1
XP_004344266.1	Hcv1.av93.c4.g371.i1
XP_004344267.1	Hcv1.av93.c1.g1585.i1
XP_004344269.2	Hcv1.av93.c1.g525.i1
XP_004344270.1	Hcv1.av93.c2.g239.i1
XP_004344271.2	Hcv1.av93.c5.g137.i1
XP_004344275.1	Hcv1.av93.c5.g515.i1
XP_004344276.2	Hcv1.av93.c10.g731.i1
XP_004344284.1	Hcv1.av93.c9.g381.i1
XP_004344287.2	Hcv1.av93.c8.g828.i1
XP_004344291.1	Hcv1.av93.c11.g872.i1
XP_004344293.2	Hcv1.av93.c2.g1539.i2
XP_004344295.1	Hcv1.av93.c9.g624.i1
XP_004344296.1	Hcv1.av93.c3.g1190.i3
XP_004344297.1	Hcv1.av93.c1.g1544.i1
XP_004344298.1	Hcv1.av93.c3.g204.i1
XP_004344299.2	Hcv1.av93.c11.g268.i2
XP_004344301.1	Hcv1.av93.c2.g229.i1
XP_004344302.2	Hcv1.av93.c1.g922.i1
XP_004344303.1	Hcv1.av93.c13.g7.i1
XP_004344304.2	Hcv1.av93.c5.g955.i1
XP_004344306.1	Hcv1.av93.c1.g402.i1
XP_004344310.1	Hcv1.av93.c7.g491.i1
XP_004344312.2	Hcv1.av93.c11.g273.i1
XP_004344314.2	Hcv1.av93.c2.g683.i1
XP_004344315.2	Hcv1.av93.c9.g352.i3
XP_004344318.2	Hcv1.av93.c9.g501.i1
XP_004344321.1	Hcv1.av93.c9.g586.i1
XP_004344323.1	Hcv1.av93.c10.g314.i1
XP_004344324.2	Hcv1.av93.c8.g646.i2
XP_004344325.2	Hcv1.av93.c7.g1035.i1
XP_004344327.1	Hcv1.av93.c11.g436.i2
XP_004344328.1	Hcv1.av93.c7.g234.i1
XP_004344329.1	Hcv1.av93.c9.g117.i3
XP_004344331.1	Hcv1.av93.c11.g104.i1
XP_004344334.1	Hcv1.av93.c9.g589.i1
XP_004344335.2	Hcv1.av93.c9.g640.i2
XP_004344337.1	Hcv1.av93.c9.g815.i1
XP_004344339.2	Hcv1.av93.c7.g198.i1
XP_004344340.1	Hcv1.av93.c9.g203.i1
XP_004344341.1	Hcv1.av93.c9.g924.i1
XP_004344343.1	Hcv1.av93.c2.g1356.i2
XP_004344345.1	Hcv1.av93.c6.g577.i1
XP_004344350.2	Hcv1.av93.c2.g1267.i1
XP_004344362.2	Hcv1.av93.c1.g628.i1
XP_004344364.2	Hcv1.av93.c11.g254.i1
XP_004344366.2	Hcv1.av93.c10.g59.i2
XP_004344369.1	Hcv1.av93.c10.g290.i2
XP_004344371.2	Hcv1.av93.c1.g1556.i1
XP_004344374.2	Hcv1.av93.c2.g251.i2
XP_004344377.2	Hcv1.av93.c10.g692.i1
XP_004344378.1	Hcv1.av93.c2.g396.i1
XP_004344382.1	Hcv1.av93.c5.g321.i3
XP_004344385.2	Hcv1.av93.c2.g238.i1
XP_004344390.1	Hcv1.av93.c9.g825.i1
XP_004344393.2	Hcv1.av93.c1.g842.i2
XP_004344395.2	Hcv1.av93.c2.g208.i1
XP_004344399.1	Hcv1.av93.c3.g1048.i1
XP_004344400.1	Hcv1.av93.c2.g409.i1
XP_004344403.2	Hcv1.av93.c10.g184.i1
XP_004344404.1	Hcv1.av93.c8.g806.i1
XP_004344407.2	Hcv1.av93.c3.g102.i1
XP_004344409.1	Hcv1.av93.c3.g846.i1
XP_004344410.1	Hcv1.av93.c1.g284.i2
XP_004344411.2	Hcv1.av93.c13.g207.i1
XP_004344412.1	Hcv1.av93.c12.g226.i1
XP_004344416.1	Hcv1.av93.c6.g1194.i1
XP_004344417.1	Hcv1.av93.c1.g1367.i1
XP_004344418.1	Hcv1.av93.c1.g1044.i1
XP_004344419.1	Hcv1.av93.c1.g838.i1
XP_004344420.1	Hcv1.av93.c1.g516.i1
XP_004344423.2	Hcv1.av93.c1.g1024.i1
XP_004344430.1	Hcv1.av93.c3.g1076.i1
XP_004344431.1	Hcv1.av93.c2.g536.i1
XP_004344433.1	Hcv1.av93.c1.g1560.i2
XP_004344435.1	Hcv1.av93.c9.g791.i1
XP_004344436.1	Hcv1.av93.c1.g1364.i1
XP_004344437.1	Hcv1.av93.c8.g745.i1
XP_004344438.2	Hcv1.av93.c8.g414.i1
XP_004344440.1	Hcv1.av93.c1.g466.i1
XP_004344444.1	Hcv1.av93.c5.g712.i1
XP_004344446.1	Hcv1.av93.c7.g542.i1
XP_004344447.1	Hcv1.av93.c1.g293.i1
XP_004344448.1	Hcv1.av93.c6.g612.i1
XP_004344449.1	Hcv1.av93.c12.g475.i1
XP_004344450.1	Hcv1.av93.c3.g389.i1
XP_004344451.1	Hcv1.av93.c2.g750.i1
XP_004344453.2	Hcv1.av93.c12.g88.i2
XP_004344454.2	Hcv1.av93.c1.g1693.i2
XP_004344458.1	Hcv1.av93.c7.g1031.i1
XP_004344468.1	Hcv1.av93.c12.g354.i1
XP_004344470.1	Hcv1.av93.c1.g742.i1
XP_004344474.2	Hcv1.av93.c2.g1288.i1
XP_004344475.1	Hcv1.av93.c1.g582.i1
XP_004344476.1	Hcv1.av93.c5.g318.i2
XP_004344481.2	Hcv1.av93.c5.g91.i1
XP_004344482.1	Hcv1.av93.c2.g708.i1
XP_004344486.1	Hcv1.av93.c3.g1306.i1
XP_004344491.1	Hcv1.av93.c3.g1222.i1
XP_004344499.1	Hcv1.av93.c9.g153.i1
XP_004344500.1	Hcv1.av93.c8.g670.i1
XP_004344501.1	Hcv1.av93.c9.g664.i1
XP_004344503.2	Hcv1.av93.c2.g1208.i2
XP_004344504.1	Hcv1.av93.c7.g38.i1
XP_004344505.2	Hcv1.av93.c7.g274.i1
XP_004344506.2	Hcv1.av93.c2.g1151.i1
XP_004344507.1	Hcv1.av93.c1.g829.i1
XP_004344510.2	Hcv1.av93.c10.g745.i1
XP_004344515.1	Hcv1.av93.c13.g128.i1
XP_004344522.1	Hcv1.av93.c3.g384.i1
XP_004344524.1	Hcv1.av93.c10.g130.i1
XP_004344525.1	Hcv1.av93.c4.g568.i1
XP_004344527.1	Hcv1.av93.c6.g368.i1
XP_004344529.2	Hcv1.av93.c3.g736.i2
XP_004344531.1	Hcv1.av93.c1.g696.i1
XP_004344534.1	Hcv1.av93.c7.g313.i1
XP_004344537.2	Hcv1.av93.c5.g313.i1
XP_004344539.1	Hcv1.av93.c4.g69.i1
XP_004344544.1	Hcv1.av93.c1.g48.i2
XP_004344545.2	Hcv1.av93.c2.g222.i1
XP_004344549.2	Hcv1.av93.c12.g198.i1
XP_004344551.1	Hcv1.av93.c2.g1565.i1
XP_004344963.2	Hcv1.av93.c5.g934.i1
XP_004344971.1	Hcv1.av93.c3.g1011.i1
XP_004344972.1	Hcv1.av93.c3.g1160.i1
XP_004344975.1	Hcv1.av93.c5.g479.i1
XP_004344979.1	Hcv1.av93.c4.g208.i1
XP_004344980.1	Hcv1.av93.c5.g1090.i1
XP_004344986.1	Hcv1.av93.c3.g225.i1
XP_004344994.1	Hcv1.av93.c8.g55.i1
XP_004344995.1	Hcv1.av93.c3.g989.i1
XP_004344996.2	Hcv1.av93.c9.g469.i1
XP_004344999.2	Hcv1.av93.c11.g264.i1
XP_004345001.2	Hcv1.av93.c11.g588.i1
XP_004345003.1	Hcv1.av93.c9.g463.i1
XP_004345004.2	Hcv1.av93.c9.g124.i1
XP_004345006.1	Hcv1.av93.c11.g56.i1
XP_004345007.1	Hcv1.av93.c13.g547.i1
XP_004345008.1	Hcv1.av93.c2.g1014.i1
XP_004345013.1	Hcv1.av93.c11.g929.i1
XP_004345014.1	Hcv1.av93.c11.g930.i1
XP_004345015.1	Hcv1.av93.c7.g216.i1
XP_004345017.2	Hcv1.av93.c2.g1575.i1
XP_004345019.2	Hcv1.av93.c1.g1290.i1
XP_004345021.2	Hcv1.av93.c11.g745.i1
XP_004345023.1	Hcv1.av93.c2.g772.i1
XP_004345026.1	Hcv1.av93.c1.g1441.i1
XP_004345030.2	Hcv1.av93.c11.g841.i1
XP_004345031.1	Hcv1.av93.c3.g722.i1
XP_004345032.2	Hcv1.av93.c5.g734.i1
XP_004345042.2	Hcv1.av93.c3.g586.i1
XP_004345055.1	Hcv1.av93.c2.g137.i1
XP_004345056.1	Hcv1.av93.c11.g175.i1
XP_004345062.1	Hcv1.av93.c6.g326.i1
XP_004345063.1	Hcv1.av93.c1.g863.i1
XP_004345065.1	Hcv1.av93.c3.g385.i1
XP_004345069.2	Hcv1.av93.c10.g326.i1
XP_004345070.1	Hcv1.av93.c8.g707.i1
XP_004345071.2	Hcv1.av93.c2.g1470.i1
XP_004345072.1	Hcv1.av93.c2.g1583.i1
XP_004345076.1	Hcv1.av93.c5.g687.i1
XP_004345081.1	Hcv1.av93.c5.g364.i1
XP_004345084.1	Hcv1.av93.c2.g787.i1
XP_004345085.1	Hcv1.av93.c7.g181.i2
XP_004345086.1	Hcv1.av93.c6.g829.i1
XP_004345087.2	Hcv1.av93.c2.g799.i1
XP_004345089.1	Hcv1.av93.c3.g1025.i3
XP_004345090.1	Hcv1.av93.c3.g773.i1
XP_004345091.2	Hcv1.av93.c2.g537.i1
XP_004345095.1	Hcv1.av93.c1.g1438.i1
XP_004345100.1	Hcv1.av93.c3.g1290.i2
XP_004345102.1	Hcv1.av93.c11.g573.i2
XP_004345105.2	Hcv1.av93.c5.g1256.i1
XP_004345106.2	Hcv1.av93.c7.g907.i1
XP_004345107.2	Hcv1.av93.c1.g1147.i1
XP_004345109.1	Hcv1.av93.c11.g210.i1
XP_004345111.2	Hcv1.av93.c11.g866.i2
XP_004345113.1	Hcv1.av93.c5.g131.i1
XP_004345117.1	Hcv1.av93.c5.g1206.i1
XP_004345118.1	Hcv1.av93.c3.g1336.i1
XP_004345119.1	Hcv1.av93.c9.g293.i1
XP_004345122.1	Hcv1.av93.c2.g1406.i1
XP_004345124.2	Hcv1.av93.c10.g122.i1
XP_004345126.2	Hcv1.av93.c5.g224.i1
XP_004345128.1	Hcv1.av93.c11.g331.i1
XP_004345130.2	Hcv1.av93.c2.g899.i1
XP_004345134.2	Hcv1.av93.c2.g846.i1
XP_004345135.2	Hcv1.av93.c8.g571.i1
XP_004345137.1	Hcv1.av93.c5.g1019.i1
XP_004345146.1	Hcv1.av93.c3.g1199.i1
XP_004345151.2	Hcv1.av93.c2.g844.i1
XP_004345155.2	Hcv1.av93.c9.g796.i1
XP_004345161.2	Hcv1.av93.c3.g721.i1
XP_004345164.2	Hcv1.av93.c3.g1349.i1
XP_004345167.1	Hcv1.av93.c13.g177.i1
XP_004345171.1	Hcv1.av93.c9.g292.i1
XP_004345172.2	Hcv1.av93.c12.g478.i1
XP_004345173.1	Hcv1.av93.c2.g767.i2
XP_004345175.2	Hcv1.av93.c13.g334.i1
XP_004345176.1	Hcv1.av93.c8.g803.i1
XP_004345182.1	Hcv1.av93.c3.g179.i2
XP_004345186.2	Hcv1.av93.c8.g744.i1
XP_004345190.1	Hcv1.av93.c2.g294.i1
XP_004345191.1	Hcv1.av93.c2.g612.i1
XP_004345192.1	Hcv1.av93.c11.g825.i1
XP_004345197.1	Hcv1.av93.c6.g1013.i1
XP_004345199.1	Hcv1.av93.c5.g1313.i1
XP_004345201.1	Hcv1.av93.c9.g439.i1
XP_004345205.2	Hcv1.av93.c7.g457.i1
XP_004345206.1	Hcv1.av93.c1.g1393.i1
XP_004345213.2	Hcv1.av93.c3.g203.i1
XP_004345214.1	Hcv1.av93.c9.g524.i1
XP_004345215.1	Hcv1.av93.c9.g626.i1
XP_004345216.1	Hcv1.av93.c8.g32.i1
XP_004345218.2	Hcv1.av93.c1.g1095.i1
XP_004345220.2	Hcv1.av93.c11.g342.i1
XP_004345224.2	Hcv1.av93.c2.g1431.i2
XP_004345228.2	Hcv1.av93.c8.g962.i1
XP_004345231.1	Hcv1.av93.c10.g702.i1
XP_004345234.2	Hcv1.av93.c13.g464.i1
XP_004345237.1	Hcv1.av93.c5.g906.i1
XP_004345238.1	Hcv1.av93.c2.g1307.i1
XP_004345241.1	Hcv1.av93.c2.g886.i1
XP_004345243.2	Hcv1.av93.c10.g440.i1
XP_004345245.2	Hcv1.av93.c8.g812.i1
XP_004345247.2	Hcv1.av93.c5.g31.i1
XP_004345248.1	Hcv1.av93.c3.g322.i1
XP_004345254.1	Hcv1.av93.c2.g736.i1
XP_004345256.2	Hcv1.av93.c2.g58.i2
XP_004345258.2	Hcv1.av93.c7.g201.i1
XP_004345261.2	Hcv1.av93.c7.g1008.i1
XP_004345262.1	Hcv1.av93.c2.g369.i1
XP_004345263.1	Hcv1.av93.c5.g201.i1
XP_004345265.1	Hcv1.av93.c2.g771.i1
XP_004345266.2	Hcv1.av93.c2.g1639.i1
XP_004345268.1	Hcv1.av93.c5.g324.i1
XP_004345270.1	Hcv1.av93.c3.g1108.i3
XP_004345275.2	Hcv1.av93.c1.g1543.i1
XP_004345283.2	Hcv1.av93.c12.g49.i1
XP_004345285.1	Hcv1.av93.c1.g461.i1
XP_004345287.1	Hcv1.av93.c2.g1581.i1
XP_004345290.1	Hcv1.av93.c9.g25.i1
XP_004345291.1	Hcv1.av93.c2.g942.i1
XP_004345292.2	Hcv1.av93.c6.g209.i1
XP_004345293.1	Hcv1.av93.c8.g725.i1
XP_004345297.1	Hcv1.av93.c10.g661.i1
XP_004345311.1	Hcv1.av93.c3.g933.i1
XP_004345318.1	Hcv1.av93.c2.g933.i1
XP_004345324.1	Hcv1.av93.c11.g562.i1
XP_004345325.2	Hcv1.av93.c5.g506.i1
XP_004345327.1	Hcv1.av93.c5.g725.i1
XP_004345332.1	Hcv1.av93.c4.g285.i2
XP_004345333.1	Hcv1.av93.c8.g554.i1
XP_004345340.1	Hcv1.av93.c9.g41.i1
XP_004345344.1	Hcv1.av93.c7.g484.i1
XP_004345389.1	Hcv1.av93.c6.g993.i1
XP_004345394.1	Hcv1.av93.c7.g250.i1
XP_004345396.2	Hcv1.av93.c12.g44.i1
XP_004345398.1	Hcv1.av93.c7.g646.i1
XP_004345399.2	Hcv1.av93.c1.g1062.i1
XP_004345410.1	Hcv1.av93.c1.g1166.i1
XP_004345413.1	Hcv1.av93.c1.g786.i1
XP_004345415.1	Hcv1.av93.c7.g640.i1
XP_004345418.1	Hcv1.av93.c4.g622.i1
XP_004345426.2	Hcv1.av93.c3.g1149.i1
XP_004345429.1	Hcv1.av93.c5.g493.i1
XP_004345435.2	Hcv1.av93.c2.g1524.i2
XP_004345437.2	Hcv1.av93.c5.g559.i1
XP_004345441.1	Hcv1.av93.c9.g795.i1
XP_004345443.1	Hcv1.av93.c6.g85.i1
XP_004345446.1	Hcv1.av93.c6.g677.i1
XP_004345447.1	Hcv1.av93.c6.g287.i1
XP_004345448.2	Hcv1.av93.c1.g1327.i1
XP_004345450.2	Hcv1.av93.c2.g535.i2
XP_004345451.2	Hcv1.av93.c9.g653.i1
XP_004345453.1	Hcv1.av93.c10.g78.i2
XP_004345455.1	Hcv1.av93.c8.g919.i1
XP_004345456.1	Hcv1.av93.c2.g1052.i1
XP_004345457.1	Hcv1.av93.c1.g634.i1
XP_004345458.2	Hcv1.av93.c5.g1325.i1
XP_004345460.2	Hcv1.av93.c5.g92.i1
XP_004345467.1	Hcv1.av93.c2.g67.i1
XP_004345468.2	Hcv1.av93.c13.g288.i1
XP_004345472.1	Hcv1.av93.c2.g983.i2
XP_004345476.1	Hcv1.av93.c12.g457.i2
XP_004345477.2	Hcv1.av93.c10.g550.i1
XP_004345480.1	Hcv1.av93.c7.g21.i1
XP_004345483.1	Hcv1.av93.c2.g996.i1
XP_004345485.1	Hcv1.av93.c5.g770.i1
XP_004345488.1	Hcv1.av93.c6.g1099.i1
XP_004345489.1	Hcv1.av93.c2.g1473.i2
XP_004345490.1	Hcv1.av93.c1.g535.i1
XP_004345494.1	Hcv1.av93.c2.g712.i1
XP_004345495.1	Hcv1.av93.c12.g304.i1
XP_004345497.1	Hcv1.av93.c9.g11.i1
XP_004345499.1	Hcv1.av93.c7.g80.i1
XP_004345507.2	Hcv1.av93.c6.g769.i1
XP_004345508.1	Hcv1.av93.c2.g212.i1
XP_004345509.2	Hcv1.av93.c11.g970.i1
XP_004345514.1	Hcv1.av93.c8.g300.i1
XP_004345518.1	Hcv1.av93.c3.g712.i1
XP_004345519.1	Hcv1.av93.c1.g1045.i1
XP_004345521.1	Hcv1.av93.c9.g787.i1
XP_004345525.2	Hcv1.av93.c6.g1218.i1
XP_004345526.1	Hcv1.av93.c7.g458.i1
XP_004345532.2	Hcv1.av93.c2.g491.i1
XP_004345534.1	Hcv1.av93.c1.g585.i1
XP_004345535.2	Hcv1.av93.c5.g616.i1
XP_004345536.1	Hcv1.av93.c2.g1118.i1
XP_004345541.2	Hcv1.av93.c2.g111.i1
XP_004345543.1	Hcv1.av93.c8.g165.i1
XP_004345546.1	Hcv1.av93.c8.g855.i1
XP_004345555.1	Hcv1.av93.c5.g164.i1
XP_004345557.2	Hcv1.av93.c7.g883.i1
XP_004345559.2	Hcv1.av93.c2.g1010.i1
XP_004345563.2	Hcv1.av93.c5.g693.i1
XP_004345566.1	Hcv1.av93.c4.g805.i1
XP_004345568.2	Hcv1.av93.c8.g413.i1
XP_004345577.1	Hcv1.av93.c3.g1009.i1
XP_004345579.1	Hcv1.av93.c5.g810.i1
XP_004345584.2	Hcv1.av93.c3.g407.i1
XP_004345585.2	Hcv1.av93.c2.g1445.i1
XP_004345586.1	Hcv1.av93.c1.g1315.i1
XP_004345587.1	Hcv1.av93.c5.g540.i1
XP_004345589.1	Hcv1.av93.c2.g587.i1
XP_004345591.1	Hcv1.av93.c3.g580.i1
XP_004345594.2	Hcv1.av93.c7.g385.i1
XP_004345595.2	Hcv1.av93.c10.g457.i1
XP_004345598.2	Hcv1.av93.c8.g780.i1
XP_004345601.1	Hcv1.av93.c8.g229.i1
XP_004345604.1	Hcv1.av93.c1.g1648.i1
XP_004345608.1	Hcv1.av93.c13.g582.i1
XP_004345612.1	Hcv1.av93.c5.g350.i1
XP_004345616.2	Hcv1.av93.c5.g1346.i1
XP_004345620.2	Hcv1.av93.c7.g913.i1
XP_004345621.1	Hcv1.av93.c9.g874.i1
XP_004345622.1	Hcv1.av93.c1.g1365.i1
XP_004345623.1	Hcv1.av93.c2.g1527.i2
XP_004345625.1	Hcv1.av93.c8.g74.i1
XP_004345627.1	Hcv1.av93.c5.g526.i1
XP_004345630.1	Hcv1.av93.c6.g611.i1
XP_004345633.1	Hcv1.av93.c12.g250.i1
XP_004345636.1	Hcv1.av93.c11.g440.i2
XP_004345637.2	Hcv1.av93.c2.g338.i1
XP_004345639.1	Hcv1.av93.c6.g657.i1
XP_004345642.2	Hcv1.av93.c8.g1013.i1
XP_004345646.2	Hcv1.av93.c5.g705.i1
XP_004345649.1	Hcv1.av93.c3.g324.i1
XP_004345650.2	Hcv1.av93.c7.g175.i2
XP_004345651.1	Hcv1.av93.c8.g833.i1
XP_004345652.1	Hcv1.av93.c11.g131.i1
XP_004345653.2	Hcv1.av93.c1.g118.i1
XP_004345656.1	Hcv1.av93.c5.g442.i1
XP_004345657.2	Hcv1.av93.c5.g821.i1
XP_004345658.1	Hcv1.av93.c5.g458.i1
XP_004345659.1	Hcv1.av93.c3.g364.i1
XP_004345660.1	Hcv1.av93.c1.g724.i1
XP_004345662.1	Hcv1.av93.c9.g408.i1
XP_004345665.1	Hcv1.av93.c6.g946.i1
XP_004345671.1	Hcv1.av93.c3.g928.i1
XP_004345679.1	Hcv1.av93.c1.g363.i1
XP_004345684.1	Hcv1.av93.c13.g269.i1
XP_004345685.1	Hcv1.av93.c13.g315.i1
XP_004345693.1	Hcv1.av93.c1.g626.i1
XP_004345694.1	Hcv1.av93.c3.g441.i1
XP_004345702.1	Hcv1.av93.c3.g1194.i1
XP_004345704.1	Hcv1.av93.c3.g778.i1
XP_004345706.1	Hcv1.av93.c2.g824.i1
XP_004345709.2	Hcv1.av93.c4.g135.i1
XP_004345711.1	Hcv1.av93.c7.g648.i1
XP_004345721.1	Hcv1.av93.c5.g177.i1
XP_004345726.1	Hcv1.av93.c4.g451.i1
XP_004345728.1	Hcv1.av93.c1.g1253.i1
XP_004345729.1	Hcv1.av93.c9.g196.i1
XP_004345731.2	Hcv1.av93.c1.g1505.i1
XP_004345732.2	Hcv1.av93.c12.g98.i1
XP_004345739.1	Hcv1.av93.c11.g895.i1
XP_004345740.1	Hcv1.av93.c1.g1448.i1
XP_004345743.2	Hcv1.av93.c5.g1270.i1
XP_004345745.1	Hcv1.av93.c4.g833.i1
XP_004345749.2	Hcv1.av93.c11.g830.i1
XP_004345751.2	Hcv1.av93.c2.g1264.i1
XP_004345756.2	Hcv1.av93.c9.g283.i2
XP_004345760.2	Hcv1.av93.c3.g409.i1
XP_004345768.1	Hcv1.av93.c8.g434.i1
XP_004345777.2	Hcv1.av93.c11.g201.i2
XP_004345781.2	Hcv1.av93.c11.g980.i1
XP_004345783.2	Hcv1.av93.c6.g444.i1
XP_004345784.2	Hcv1.av93.c13.g58.i1
XP_004345792.1	Hcv1.av93.c8.g223.i1
XP_004345799.1	Hcv1.av93.c2.g702.i1
XP_004345800.1	Hcv1.av93.c10.g605.i1
XP_004346072.1	Hcv1.av93.c5.g886.i1
XP_004346074.2	Hcv1.av93.c5.g1320.i1
XP_004346075.1	Hcv1.av93.c11.g589.i2
XP_004346086.1	Hcv1.av93.c2.g1142.i1
XP_004346087.2	Hcv1.av93.c12.g390.i1
XP_004346092.2	Hcv1.av93.c8.g658.i1
XP_004346095.2	Hcv1.av93.c1.g351.i1
XP_004346096.2	Hcv1.av93.c5.g1135.i2
XP_004346097.2	Hcv1.av93.c8.g225.i1
XP_004346098.1	Hcv1.av93.c7.g711.i1
XP_004346099.1	Hcv1.av93.c6.g415.i1
XP_004346100.1	Hcv1.av93.c11.g148.i1
XP_004346112.1	Hcv1.av93.c6.g1101.i1
XP_004346115.2	Hcv1.av93.c5.g73.i1
XP_004346116.2	Hcv1.av93.c3.g265.i1
XP_004346127.1	Hcv1.av93.c9.g547.i2
XP_004346131.2	Hcv1.av93.c2.g508.i1
XP_004346137.1	Hcv1.av93.c1.g322.i1
XP_004346140.1	Hcv1.av93.c12.g47.i1
XP_004346141.2	Hcv1.av93.c4.g567.i1
XP_004346143.2	Hcv1.av93.c4.g739.i1
XP_004346148.2	Hcv1.av93.c5.g843.i1
XP_004346151.2	Hcv1.av93.c2.g832.i1
XP_004346153.1	Hcv1.av93.c5.g401.i1
XP_004346163.1	Hcv1.av93.c7.g971.i3
XP_004346165.1	Hcv1.av93.c4.g380.i1
XP_004346171.2	Hcv1.av93.c4.g134.i1
XP_004346177.1	Hcv1.av93.c8.g514.i1
XP_004346178.1	Hcv1.av93.c9.g87.i2
XP_004346181.2	Hcv1.av93.c2.g785.i1
XP_004346182.1	Hcv1.av93.c5.g1277.i1
XP_004346183.2	Hcv1.av93.c9.g634.i1
XP_004346184.1	Hcv1.av93.c10.g282.i1
XP_004346185.2	Hcv1.av93.c3.g837.i1
XP_004346191.2	Hcv1.av93.c3.g109.i1
XP_004346198.1	Hcv1.av93.c9.g179.i1
XP_004346208.2	Hcv1.av93.c6.g1176.i1
XP_004346210.1	Hcv1.av93.c6.g715.i1
XP_004346221.2	Hcv1.av93.c1.g1545.i2
XP_004346226.2	Hcv1.av93.c5.g675.i1
XP_004346228.1	Hcv1.av93.c5.g517.i2
XP_004346230.1	Hcv1.av93.c1.g148.i1
XP_004346233.1	Hcv1.av93.c3.g70.i1
XP_004346234.1	Hcv1.av93.c1.g234.i2
XP_004346239.2	Hcv1.av93.c10.g744.i1
XP_004346241.2	Hcv1.av93.c5.g111.i1
XP_004346249.1	Hcv1.av93.c7.g279.i1
XP_004346254.2	Hcv1.av93.c5.g340.i1
XP_004346255.2	Hcv1.av93.c2.g618.i1
XP_004346256.1	Hcv1.av93.c6.g938.i1
XP_004346258.2	Hcv1.av93.c5.g537.i1
XP_004346260.2	Hcv1.av93.c8.g710.i1
XP_004346261.2	Hcv1.av93.c11.g808.i1
XP_004346266.1	Hcv1.av93.c5.g958.i1
XP_004346278.2	Hcv1.av93.c9.g175.i1
XP_004346284.2	Hcv1.av93.c5.g899.i1
XP_004346287.2	Hcv1.av93.c5.g1214.i1
XP_004346290.2	Hcv1.av93.c4.g620.i2
XP_004346297.1	Hcv1.av93.c2.g679.i1
XP_004346300.1	Hcv1.av93.c2.g1538.i1
XP_004346303.1	Hcv1.av93.c2.g956.i2
XP_004346311.2	Hcv1.av93.c4.g133.i1
XP_004346312.1	Hcv1.av93.c6.g260.i1
XP_004346316.1	Hcv1.av93.c5.g483.i1
XP_004346317.1	Hcv1.av93.c10.g638.i4
XP_004346324.1	Hcv1.av93.c10.g82.i1
XP_004346327.1	Hcv1.av93.c7.g589.i1
XP_004346328.1	Hcv1.av93.c5.g579.i1
XP_004346331.1	Hcv1.av93.c5.g567.i1
XP_004346343.1	Hcv1.av93.c3.g1219.i1
XP_004346344.1	Hcv1.av93.c2.g554.i1
XP_004346346.1	Hcv1.av93.c5.g1218.i1
XP_004346347.2	Hcv1.av93.c6.g194.i1
XP_004346351.1	Hcv1.av93.c1.g769.i1
XP_004346352.1	Hcv1.av93.c13.g149.i1
XP_004346353.1	Hcv1.av93.c6.g32.i1
XP_004346356.2	Hcv1.av93.c6.g1219.i1
XP_004346361.1	Hcv1.av93.c11.g1015.i1
XP_004346362.1	Hcv1.av93.c2.g1244.i1
XP_004346367.1	Hcv1.av93.c9.g526.i1
XP_004346368.2	Hcv1.av93.c5.g239.i1
XP_004346369.2	Hcv1.av93.c7.g251.i1
XP_004346370.2	Hcv1.av93.c1.g853.i2
XP_004346371.1	Hcv1.av93.c5.g936.i1
XP_004346385.1	Hcv1.av93.c5.g242.i1
XP_004346387.2	Hcv1.av93.c11.g628.i1
XP_004346390.1	Hcv1.av93.c5.g629.i1
XP_004346391.1	Hcv1.av93.c4.g780.i1
XP_004346394.1	Hcv1.av93.c5.g710.i1
XP_004346397.2	Hcv1.av93.c6.g1002.i1
XP_004346400.2	Hcv1.av93.c1.g138.i1
XP_004346408.1	Hcv1.av93.c7.g574.i1
XP_004346411.1	Hcv1.av93.c11.g900.i1
XP_004346412.2	Hcv1.av93.c1.g491.i1
XP_004346415.1	Hcv1.av93.c4.g170.i1
XP_004346423.1	Hcv1.av93.c6.g67.i1
XP_004346425.2	Hcv1.av93.c6.g747.i2
XP_004346426.1	Hcv1.av93.c3.g1187.i1
XP_004346428.1	Hcv1.av93.c8.g612.i2
XP_004346432.1	Hcv1.av93.c9.g789.i1
XP_004346433.1	Hcv1.av93.c6.g20.i1
XP_004346437.1	Hcv1.av93.c11.g306.i1
XP_004346447.2	Hcv1.av93.c4.g870.i1
XP_004346457.1	Hcv1.av93.c5.g647.i1
XP_004346461.1	Hcv1.av93.c10.g643.i1
XP_004346466.2	Hcv1.av93.c9.g27.i1
XP_004346644.1	Hcv1.av93.c12.g110.i2
XP_004346645.1	Hcv1.av93.c2.g75.i1
XP_004346646.1	Hcv1.av93.c12.g491.i1
XP_004346647.2	Hcv1.av93.c5.g270.i1
XP_004346650.1	Hcv1.av93.c2.g1409.i1
XP_004346657.1	Hcv1.av93.c10.g543.i1
XP_004346672.2	Hcv1.av93.c5.g1342.i1
