XP_004340361.1	mRNA.RE14990
XP_004344455.1	mRNA.RE00820
XP_004344464.2	mRNA.RE16681
XP_004344468.1	mRNA.RE02105
XP_004344469.1	mRNA.RE13375
XP_004344470.1	mRNA.RE16644
XP_004344471.1	mRNA.RE07995
XP_004344474.2	mRNA.RE04421
XP_004344475.1	mRNA.RE04734
XP_004344476.1	mRNA.RE00846
XP_004344480.1	mRNA.RE11017
XP_004344481.2	mRNA.RE12869
XP_004344482.1	mRNA.RE04161
XP_004344486.1	mRNA.RE04834
XP_004344487.2	mRNA.RE07911
XP_004344491.1	mRNA.RE14927
XP_004344499.1	mRNA.RE13515
XP_004344500.1	mRNA.RE16930
XP_004344503.2	mRNA.RE16138
XP_004344504.1	mRNA.RE04394
XP_004344505.2	mRNA.RE03839
XP_004344506.2	mRNA.RE05553
XP_004344507.1	mRNA.RE04571
XP_004344510.2	mRNA.RE10394
XP_004344515.1	mRNA.RE09080
XP_004344522.1	mRNA.RE12325
XP_004344524.1	mRNA.RE00876
XP_004344525.1	mRNA.RE04165
XP_004344527.1	mRNA.RE11761
XP_004344529.2	mRNA.RE05985
XP_004344531.1	mRNA.RE15297
XP_004344534.1	mRNA.RE13107
XP_004344536.2	mRNA.RE13759
XP_004344537.2	mRNA.RE13574
XP_004344539.1	mRNA.RE12130
XP_004344541.1	mRNA.RE01907
XP_004344544.1	mRNA.RE07915
XP_004344546.1	mRNA.RE09344
XP_004344550.1	mRNA.RE03936
XP_004344551.1	mRNA.RE06072
XP_004344555.1	mRNA.RE15300
XP_004344963.2	mRNA.RE07687
XP_004344964.1	mRNA.RE04360
XP_004344966.2	mRNA.RE12861
XP_004344969.2	mRNA.RE12452
XP_004344971.1	mRNA.RE16783
XP_004344972.1	mRNA.RE10435
XP_004344975.1	mRNA.RE14908
XP_004344978.2	mRNA.RE13769
XP_004344979.1	mRNA.RE16492
XP_004344980.1	mRNA.RE13289
XP_004344991.1	mRNA.RE13676
XP_004344994.1	mRNA.RE04384
XP_004344995.1	mRNA.RE01625
XP_004344996.2	mRNA.RE14451
XP_004344997.2	mRNA.RE16084
XP_004344998.1	mRNA.RE07921
XP_004344999.2	mRNA.RE12638
XP_004345001.2	mRNA.RE12587
XP_004345003.1	mRNA.RE05028
XP_004345006.1	mRNA.RE07661
XP_004345007.1	mRNA.RE00077
XP_004345008.1	mRNA.RE11315
XP_004345010.2	mRNA.RE05046
XP_004345012.1	mRNA.RE12621
XP_004345013.1	mRNA.RE10694
XP_004345014.1	mRNA.RE09645
XP_004345015.1	mRNA.RE11933
XP_004345017.2	mRNA.RE03171
XP_004345019.2	mRNA.RE09096
XP_004345021.2	mRNA.RE12322
XP_004345022.1	mRNA.RE09226
XP_004345023.1	mRNA.RE08101
XP_004345026.1	mRNA.RE05996
XP_004345030.2	mRNA.RE12668
XP_004345032.2	mRNA.RE15898
XP_004345034.1	mRNA.RE04330
XP_004345036.2	mRNA.RE11136
XP_004345039.1	mRNA.RE05362
XP_004345040.1	mRNA.RE04237
XP_004345042.2	mRNA.RE08249
XP_004345044.2	mRNA.RE08287
XP_004345049.1	mRNA.RE10724
XP_004345051.2	mRNA.RE11628
XP_004345054.2	mRNA.RE11790
XP_004345055.1	mRNA.RE11633
XP_004345056.1	mRNA.RE03031
XP_004345057.2	mRNA.RE16768
XP_004345062.1	mRNA.RE11845
XP_004345063.1	mRNA.RE16292
XP_004345064.1	mRNA.RE06691
XP_004345065.1	mRNA.RE08863
XP_004345066.1	mRNA.RE01733
XP_004345067.2	mRNA.RE10799
XP_004345070.1	mRNA.RE00064
XP_004345071.2	mRNA.RE13278
XP_004345072.1	mRNA.RE11611
XP_004345073.2	mRNA.RE11898
XP_004345076.1	mRNA.RE09471
XP_004345081.1	mRNA.RE09426
XP_004345082.2	mRNA.RE04264
XP_004345084.1	mRNA.RE15236
XP_004345087.2	mRNA.RE02030
XP_004345089.1	mRNA.RE15552
XP_004345090.1	mRNA.RE10421
XP_004345091.2	mRNA.RE05895
XP_004345092.2	mRNA.RE08737
XP_004345094.1	mRNA.RE00673
XP_004345095.1	mRNA.RE15888
XP_004345096.2	mRNA.RE03999
XP_004345100.1	mRNA.RE12842
XP_004345102.1	mRNA.RE13575
XP_004345105.2	mRNA.RE03732
XP_004345106.2	mRNA.RE07754
XP_004345107.2	mRNA.RE14674
XP_004345108.2	mRNA.RE07046
XP_004345111.2	mRNA.RE10434
XP_004345113.1	mRNA.RE13377
XP_004345114.1	mRNA.RE00475
XP_004345117.1	mRNA.RE16892
XP_004345118.1	mRNA.RE02918
XP_004345119.1	mRNA.RE07014
XP_004345122.1	mRNA.RE10012
XP_004345124.2	mRNA.RE11875
XP_004345126.2	mRNA.RE09990
XP_004345127.1	mRNA.RE16127
XP_004345128.1	mRNA.RE16032
XP_004345130.2	mRNA.RE07850
XP_004345135.2	mRNA.RE11778
XP_004345136.2	mRNA.RE15082
XP_004345137.1	mRNA.RE07560
XP_004345139.1	mRNA.RE01957
XP_004345141.1	mRNA.RE02466
XP_004345146.1	mRNA.RE11608
XP_004345151.2	mRNA.RE09075
XP_004345155.2	mRNA.RE11684
XP_004345157.2	mRNA.RE03320
XP_004345161.2	mRNA.RE16260
XP_004345170.1	mRNA.RE08654
XP_004345171.1	mRNA.RE14946
XP_004345172.2	mRNA.RE00577
XP_004345173.1	mRNA.RE05450
XP_004345175.2	mRNA.RE15052
XP_004345176.1	mRNA.RE04188
XP_004345182.1	mRNA.RE12189
XP_004345186.2	mRNA.RE08918
XP_004345190.1	mRNA.RE08122
XP_004345192.1	mRNA.RE00608
XP_004345194.2	mRNA.RE01924
XP_004345199.1	mRNA.RE08946
XP_004345202.1	mRNA.RE03289
XP_004345205.2	mRNA.RE08001
XP_004345206.1	mRNA.RE13103
XP_004345210.1	mRNA.RE16652
XP_004345213.2	mRNA.RE04177
XP_004345215.1	mRNA.RE03199
XP_004345218.2	mRNA.RE08198
XP_004345220.2	mRNA.RE15271
XP_004345222.2	mRNA.RE15668
XP_004345224.2	mRNA.RE13751
XP_004345228.2	mRNA.RE02270
XP_004345231.1	mRNA.RE15518
XP_004345233.2	mRNA.RE16286
XP_004345234.2	mRNA.RE13430
XP_004345236.1	mRNA.RE12824
XP_004345237.1	mRNA.RE04388
XP_004345238.1	mRNA.RE09800
XP_004345239.1	mRNA.RE12221
XP_004345240.2	mRNA.RE13980
XP_004345241.1	mRNA.RE12216
XP_004345242.1	mRNA.RE07073
XP_004345243.2	mRNA.RE02452
XP_004345245.2	mRNA.RE12415
XP_004345247.2	mRNA.RE11373
XP_004345248.1	mRNA.RE05165
XP_004345254.1	mRNA.RE07332
XP_004345256.2	mRNA.RE16677
XP_004345258.2	mRNA.RE11170
XP_004345260.2	mRNA.RE11645
XP_004345261.2	mRNA.RE04820
XP_004345262.1	mRNA.RE07178
XP_004345263.1	mRNA.RE10979
XP_004345265.1	mRNA.RE12159
XP_004345266.2	mRNA.RE14562
XP_004345267.2	mRNA.RE03925
XP_004345268.1	mRNA.RE02411
XP_004345270.1	mRNA.RE10922
XP_004345271.1	mRNA.RE08123
XP_004345275.2	mRNA.RE05808
XP_004345277.1	mRNA.RE11762
XP_004345279.1	mRNA.RE05902
XP_004345283.2	mRNA.RE03587
XP_004345285.1	mRNA.RE08127
XP_004345286.2	mRNA.RE08679
XP_004345287.1	mRNA.RE12086
XP_004345290.1	mRNA.RE13617
XP_004345292.2	mRNA.RE01445
XP_004345294.1	mRNA.RE17067
XP_004345297.1	mRNA.RE14535
XP_004345307.1	mRNA.RE11758
XP_004345311.1	mRNA.RE02518
XP_004345312.2	mRNA.RE10087
XP_004345314.1	mRNA.RE02473
XP_004345317.2	mRNA.RE04552
XP_004345318.1	mRNA.RE03814
XP_004345324.1	mRNA.RE03326
XP_004345325.2	mRNA.RE14313
XP_004345327.1	mRNA.RE13727
XP_004345328.1	mRNA.RE01729
XP_004345332.1	mRNA.RE11317
XP_004345333.1	mRNA.RE11382
XP_004345340.1	mRNA.RE10913
XP_004345344.1	mRNA.RE13740
XP_004345389.1	mRNA.RE16125
XP_004345394.1	mRNA.RE08106
XP_004345396.2	mRNA.RE16027
XP_004345398.1	mRNA.RE15999
XP_004345399.2	mRNA.RE05702
XP_004345403.2	mRNA.RE05470
XP_004345404.2	mRNA.RE01810
XP_004345405.1	mRNA.RE08221
XP_004345410.1	mRNA.RE05439
XP_004345413.1	mRNA.RE08608
XP_004345415.1	mRNA.RE03731
XP_004345416.1	mRNA.RE04002
XP_004345418.1	mRNA.RE06884
XP_004345426.2	mRNA.RE15987
XP_004345428.1	mRNA.RE12044
XP_004345429.1	mRNA.RE05447
XP_004345435.2	mRNA.RE16259
XP_004345437.2	mRNA.RE09801
XP_004345441.1	mRNA.RE11275
XP_004345443.1	mRNA.RE07348
XP_004345446.1	mRNA.RE07292
XP_004345447.1	mRNA.RE14369
XP_004345448.2	mRNA.RE15373
XP_004345450.2	mRNA.RE07360
XP_004345451.2	mRNA.RE15772
XP_004345453.1	mRNA.RE16029
XP_004345455.1	mRNA.RE02007
XP_004345456.1	mRNA.RE07428
XP_004345457.1	mRNA.RE16142
XP_004345458.2	mRNA.RE07016
XP_004345459.2	mRNA.RE14802
XP_004345460.2	mRNA.RE08933
XP_004345463.2	mRNA.RE14113
XP_004345467.1	mRNA.RE00901
XP_004345468.2	mRNA.RE04515
XP_004345470.1	mRNA.RE12170
XP_004345472.1	mRNA.RE02078
XP_004345473.2	mRNA.RE01113
XP_004345475.1	mRNA.RE02294
XP_004345477.2	mRNA.RE07707
XP_004345480.1	mRNA.RE03175
XP_004345485.1	mRNA.RE15298
XP_004345488.1	mRNA.RE11794
XP_004345489.1	mRNA.RE01852
XP_004345493.1	mRNA.RE07326
XP_004345494.1	mRNA.RE05411
XP_004345497.1	mRNA.RE09762
XP_004345498.1	mRNA.RE04105
XP_004345499.1	mRNA.RE16293
XP_004345507.2	mRNA.RE04804
XP_004345509.2	mRNA.RE09377
XP_004345512.2	mRNA.RE02067
XP_004345514.1	mRNA.RE15778
XP_004345519.1	mRNA.RE14509
XP_004345521.1	mRNA.RE16835
XP_004345525.2	mRNA.RE12083
XP_004345526.1	mRNA.RE00480
XP_004345532.2	mRNA.RE16349
XP_004345534.1	mRNA.RE10595
XP_004345535.2	mRNA.RE03884
XP_004345536.1	mRNA.RE00479
XP_004345541.2	mRNA.RE10871
XP_004345542.2	mRNA.RE02731
XP_004345543.1	mRNA.RE11420
XP_004345545.1	mRNA.RE10778
XP_004345546.1	mRNA.RE05238
XP_004345551.1	mRNA.RE08947
XP_004345555.1	mRNA.RE02911
XP_004345557.2	mRNA.RE14754
XP_004345559.2	mRNA.RE14218
XP_004345560.1	mRNA.RE14686
XP_004345563.2	mRNA.RE06653
XP_004345566.1	mRNA.RE04909
XP_004345568.2	mRNA.RE10155
XP_004345575.2	mRNA.RE11389
XP_004345577.1	mRNA.RE02994
XP_004345584.2	mRNA.RE09712
XP_004345585.2	mRNA.RE16576
XP_004345586.1	mRNA.RE08229
XP_004345587.1	mRNA.RE16633
XP_004345588.1	mRNA.RE04770
XP_004345589.1	mRNA.RE16000
XP_004345590.1	mRNA.RE08142
XP_004345591.1	mRNA.RE05042
XP_004345594.2	mRNA.RE14607
XP_004345598.2	mRNA.RE08184
XP_004345602.2	mRNA.RE08694
XP_004345605.2	mRNA.RE14426
XP_004345611.1	mRNA.RE07067
XP_004345612.1	mRNA.RE01732
XP_004345614.2	mRNA.RE03206
XP_004345616.2	mRNA.RE12740
XP_004345620.2	mRNA.RE16799
XP_004345621.1	mRNA.RE08568
XP_004345622.1	mRNA.RE02930
XP_004345625.1	mRNA.RE13150
XP_004345630.1	mRNA.RE03594
XP_004345632.2	mRNA.RE13860
XP_004345633.1	mRNA.RE12331
XP_004345636.1	mRNA.RE03152
XP_004345637.2	mRNA.RE03315
XP_004345639.1	mRNA.RE13947
XP_004345642.2	mRNA.RE11801
XP_004345646.2	mRNA.RE02532
XP_004345649.1	mRNA.RE02565
XP_004345650.2	mRNA.RE16496
XP_004345651.1	mRNA.RE02550
XP_004345652.1	mRNA.RE12612
XP_004345653.2	mRNA.RE05675
XP_004345655.1	mRNA.RE13159
XP_004345656.1	mRNA.RE12737
XP_004345657.2	mRNA.RE06133
XP_004345658.1	mRNA.RE06534
XP_004345659.1	mRNA.RE09823
XP_004345660.1	mRNA.RE11211
XP_004345662.1	mRNA.RE11387
XP_004345664.2	mRNA.RE13779
XP_004345665.1	mRNA.RE01793
XP_004345671.1	mRNA.RE05193
XP_004345679.1	mRNA.RE10938
XP_004345680.2	mRNA.RE05833
XP_004345681.1	mRNA.RE05309
XP_004345683.1	mRNA.RE14246
XP_004345684.1	mRNA.RE16424
XP_004345685.1	mRNA.RE15809
XP_004345690.1	mRNA.RE04272
XP_004345691.2	mRNA.RE08055
XP_004345693.1	mRNA.RE15205
XP_004345694.1	mRNA.RE08126
XP_004345699.1	mRNA.RE13392
XP_004345704.1	mRNA.RE05947
XP_004345706.1	mRNA.RE05066
XP_004345709.2	mRNA.RE10270
XP_004345710.1	mRNA.RE13538
XP_004345714.1	mRNA.RE16647
XP_004345719.1	mRNA.RE05904
XP_004345721.1	mRNA.RE13543
XP_004345722.2	mRNA.RE14740
XP_004345724.2	mRNA.RE16271
XP_004345726.1	mRNA.RE16858
XP_004345728.1	mRNA.RE10219
XP_004345729.1	mRNA.RE04322
XP_004345731.2	mRNA.RE06574
XP_004345732.2	mRNA.RE06404
XP_004345738.2	mRNA.RE09036
XP_004345739.1	mRNA.RE12919
XP_004345740.1	mRNA.RE16535
XP_004345745.1	mRNA.RE02410
XP_004345749.2	mRNA.RE08586
XP_004345751.2	mRNA.RE06150
XP_004345756.2	mRNA.RE11838
XP_004345760.2	mRNA.RE05922
XP_004345768.1	mRNA.RE10420
XP_004345774.2	mRNA.RE06423
XP_004345775.2	mRNA.RE10804
XP_004345777.2	mRNA.RE04201
XP_004345781.2	mRNA.RE13208
XP_004345783.2	mRNA.RE14165
XP_004345784.2	mRNA.RE15563
XP_004345786.2	mRNA.RE01829
XP_004345792.1	mRNA.RE12976
XP_004346072.1	mRNA.RE10179
XP_004346074.2	mRNA.RE09103
XP_004346075.1	mRNA.RE10873
XP_004346076.1	mRNA.RE11277
XP_004346078.2	mRNA.RE02941
XP_004346079.1	mRNA.RE12756
XP_004346086.1	mRNA.RE03189
XP_004346087.2	mRNA.RE06567
XP_004346092.2	mRNA.RE13010
XP_004346096.2	mRNA.RE00992
XP_004346097.2	mRNA.RE11369
XP_004346098.1	mRNA.RE05850
XP_004346099.1	mRNA.RE06413
XP_004346100.1	mRNA.RE06495
XP_004346112.1	mRNA.RE14208
XP_004346115.2	mRNA.RE08034
XP_004346116.2	mRNA.RE04495
XP_004346118.1	mRNA.RE05566
XP_004346124.1	mRNA.RE10016
XP_004346127.1	mRNA.RE11155
XP_004346129.2	mRNA.RE03640
XP_004346131.2	mRNA.RE04292
XP_004346132.1	mRNA.RE10297
XP_004346140.1	mRNA.RE10937
XP_004346141.2	mRNA.RE04878
XP_004346143.2	mRNA.RE05815
XP_004346144.1	mRNA.RE10277
XP_004346148.2	mRNA.RE10924
XP_004346149.1	mRNA.RE08002
XP_004346151.2	mRNA.RE05835
XP_004346153.1	mRNA.RE05580
XP_004346158.1	mRNA.RE02194
XP_004346162.1	mRNA.RE11135
XP_004346163.1	mRNA.RE05916
XP_004346165.1	mRNA.RE15361
XP_004346171.2	mRNA.RE06545
XP_004346174.1	mRNA.RE14456
XP_004346178.1	mRNA.RE05943
XP_004346181.2	mRNA.RE13960
XP_004346182.1	mRNA.RE03039
XP_004346183.2	mRNA.RE05759
XP_004346184.1	mRNA.RE13632
XP_004346185.2	mRNA.RE08910
XP_004346190.1	mRNA.RE01442
XP_004346191.2	mRNA.RE07623
XP_004346198.1	mRNA.RE11306
XP_004346206.2	mRNA.RE01440
XP_004346208.2	mRNA.RE16932
XP_004346210.1	mRNA.RE16500
XP_004346213.2	mRNA.RE09720
XP_004346217.1	mRNA.RE11320
XP_004346221.2	mRNA.RE08388
XP_004346223.2	mRNA.RE11927
XP_004346226.2	mRNA.RE12186
XP_004346228.1	mRNA.RE16462
XP_004346229.2	mRNA.RE11603
XP_004346230.1	mRNA.RE14520
XP_004346233.1	mRNA.RE08266
XP_004346234.1	mRNA.RE11358
XP_004346239.2	mRNA.RE02477
XP_004346241.2	mRNA.RE04472
XP_004346242.1	mRNA.RE12347
XP_004346243.2	mRNA.RE07075
XP_004346249.1	mRNA.RE03166
XP_004346254.2	mRNA.RE10232
XP_004346255.2	mRNA.RE04879
XP_004346256.1	mRNA.RE10647
XP_004346257.1	mRNA.RE05071
XP_004346258.2	mRNA.RE10177
XP_004346260.2	mRNA.RE04343
XP_004346261.2	mRNA.RE04918
XP_004346266.1	mRNA.RE10154
XP_004346267.2	mRNA.RE10153
XP_004346271.1	mRNA.RE03339
XP_004346278.2	mRNA.RE16348
XP_004346284.2	mRNA.RE15348
XP_004346286.1	mRNA.RE15230
XP_004346287.2	mRNA.RE08682
XP_004346290.2	mRNA.RE02186
XP_004346297.1	mRNA.RE02881
XP_004346300.1	mRNA.RE15643
XP_004346303.1	mRNA.RE02309
XP_004346306.1	mRNA.RE09510
XP_004346311.2	mRNA.RE16679
XP_004346312.1	mRNA.RE06097
XP_004346316.1	mRNA.RE04503
XP_004346317.1	mRNA.RE09332
XP_004346319.1	mRNA.RE14089
XP_004346323.1	mRNA.RE04445
XP_004346324.1	mRNA.RE06191
XP_004346327.1	mRNA.RE06767
XP_004346328.1	mRNA.RE06148
XP_004346330.1	mRNA.RE04332
XP_004346331.1	mRNA.RE14506
XP_004346335.2	mRNA.RE05305
XP_004346341.1	mRNA.RE00912
XP_004346343.1	mRNA.RE15207
XP_004346344.1	mRNA.RE05939
XP_004346346.1	mRNA.RE14831
XP_004346347.2	mRNA.RE06519
XP_004346349.1	mRNA.RE13089
XP_004346352.1	mRNA.RE01071
XP_004346353.1	mRNA.RE11929
XP_004346356.2	mRNA.RE11853
XP_004346358.2	mRNA.RE12421
XP_004346362.1	mRNA.RE10134
XP_004346367.1	mRNA.RE12589
XP_004346368.2	mRNA.RE07357
XP_004346369.2	mRNA.RE10637
XP_004346370.2	mRNA.RE04180
XP_004346371.1	mRNA.RE04805
XP_004346385.1	mRNA.RE11173
XP_004346387.2	mRNA.RE10236
XP_004346390.1	mRNA.RE16196
XP_004346397.2	mRNA.RE08350
XP_004346398.2	mRNA.RE13426
XP_004346400.2	mRNA.RE11313
XP_004346408.1	mRNA.RE11636
XP_004346410.1	mRNA.RE00388
XP_004346411.1	mRNA.RE02031
XP_004346412.2	mRNA.RE14717
XP_004346421.1	mRNA.RE06188
XP_004346422.2	mRNA.RE04787
XP_004346423.1	mRNA.RE10862
XP_004346425.2	mRNA.RE10305
XP_004346426.1	mRNA.RE13387
XP_004346428.1	mRNA.RE08816
XP_004346432.1	mRNA.RE15325
XP_004346433.1	mRNA.RE05875
XP_004346437.1	mRNA.RE10811
XP_004346438.2	mRNA.RE16160
XP_004346446.2	mRNA.RE05347
XP_004346447.2	mRNA.RE07481
XP_004346454.1	mRNA.RE05179
XP_004346459.1	mRNA.RE10866
XP_004346460.2	mRNA.RE12480
XP_004346461.1	mRNA.RE00927
XP_004346466.2	mRNA.RE05777
XP_004346644.1	mRNA.RE10573
XP_004346645.1	mRNA.RE13397
XP_004346646.1	mRNA.RE14428
XP_004346647.2	mRNA.RE14539
XP_004346650.1	mRNA.RE02436
XP_004346655.2	mRNA.RE13734
XP_004346657.1	mRNA.RE14324
XP_004346660.1	mRNA.RE14410
XP_004346662.1	mRNA.RE11680
XP_004346668.1	mRNA.RE09760
XP_004346669.1	mRNA.RE13192
XP_004346677.1	mRNA.RE09098
XP_004346678.1	mRNA.RE14783
XP_004346679.1	mRNA.RE13078
XP_004346681.1	mRNA.RE06165
XP_004346682.1	mRNA.RE14799
XP_004346691.1	mRNA.RE14727
XP_004346693.2	mRNA.RE14719
XP_004346694.1	mRNA.RE07107
XP_004346695.1	mRNA.RE03917
XP_004346696.1	mRNA.RE02742
XP_004346697.1	mRNA.RE12385
XP_004346698.2	mRNA.RE06098
XP_004346699.1	mRNA.RE14676
XP_004346701.1	mRNA.RE14786
XP_004346702.1	mRNA.RE12408
XP_004346703.1	mRNA.RE08567
XP_004346704.1	mRNA.RE11541
XP_004346706.2	mRNA.RE10005
XP_004346707.1	mRNA.RE01961
XP_004346709.1	mRNA.RE09561
XP_004346712.2	mRNA.RE04676
XP_004346714.1	mRNA.RE13292
XP_004346718.1	mRNA.RE04491
XP_004346720.2	mRNA.RE06679
XP_004346721.1	mRNA.RE17028
XP_004346722.2	mRNA.RE11388
XP_004346728.2	mRNA.RE16872
XP_004346729.1	mRNA.RE11236
XP_004346730.1	mRNA.RE12639
XP_004346731.2	mRNA.RE00210
XP_004346733.1	mRNA.RE16337
XP_004346734.2	mRNA.RE06494
XP_004346735.2	mRNA.RE10887
XP_004346736.2	mRNA.RE09724
XP_004346738.1	mRNA.RE01856
XP_004346741.2	mRNA.RE09141
XP_004346742.1	mRNA.RE10313
XP_004346745.2	mRNA.RE01101
XP_004346747.2	mRNA.RE03001
XP_004346749.1	mRNA.RE13869
XP_004346751.2	mRNA.RE08351
XP_004346753.1	mRNA.RE15706
XP_004346755.1	mRNA.RE12954
XP_004346757.1	mRNA.RE09048
XP_004346759.2	mRNA.RE07083
XP_004346760.2	mRNA.RE12410
XP_004346761.2	mRNA.RE08854
XP_004346764.2	mRNA.RE08934
XP_004346767.1	mRNA.RE09639
XP_004346773.1	mRNA.RE08048
XP_004346775.1	mRNA.RE15176
XP_004346776.2	mRNA.RE07149
XP_004346780.1	mRNA.RE07433
XP_004346781.2	mRNA.RE13760
XP_004346782.2	mRNA.RE14798
XP_004346783.2	mRNA.RE16520
XP_004346785.1	mRNA.RE01436
XP_004346786.2	mRNA.RE16386
XP_004346787.2	mRNA.RE06204
XP_004346793.2	mRNA.RE06330
XP_004346799.2	mRNA.RE14678
XP_004346801.2	mRNA.RE05690
XP_004346802.2	mRNA.RE10071
XP_004346803.2	mRNA.RE00276
XP_004346805.2	mRNA.RE14370
XP_004346806.1	mRNA.RE11417
XP_004346810.1	mRNA.RE11749
XP_004346813.1	mRNA.RE03329
XP_004346814.2	mRNA.RE04010
XP_004346816.2	mRNA.RE14910
XP_004346817.1	mRNA.RE09804
XP_004346818.1	mRNA.RE05978
XP_004346821.1	mRNA.RE15458
XP_004346824.1	mRNA.RE15144
XP_004346825.2	mRNA.RE00624
XP_004346827.2	mRNA.RE13546
XP_004346828.1	mRNA.RE13452
XP_004346835.2	mRNA.RE14663
XP_004346836.1	mRNA.RE13493
XP_004346837.1	mRNA.RE13750
XP_004346840.2	mRNA.RE08068
XP_004346842.1	mRNA.RE07982
XP_004346844.1	mRNA.RE12713
XP_004346845.2	mRNA.RE09658
XP_004346846.1	mRNA.RE04892
XP_004346848.1	mRNA.RE14490
XP_004346859.1	mRNA.RE12174
XP_004346861.1	mRNA.RE09402
XP_004346867.1	mRNA.RE08605
XP_004346868.1	mRNA.RE14768
XP_004346871.1	mRNA.RE16395
XP_004346872.1	mRNA.RE08341
XP_004346873.1	mRNA.RE06774
XP_004346874.1	mRNA.RE15899
XP_004346877.2	mRNA.RE16728
XP_004346880.2	mRNA.RE10779
XP_004346882.1	mRNA.RE14247
XP_004346883.2	mRNA.RE05540
XP_004346884.2	mRNA.RE02128
XP_004346885.1	mRNA.RE05799
XP_004346886.2	mRNA.RE01456
XP_004346889.1	mRNA.RE02522
XP_004346890.2	mRNA.RE15031
XP_004346893.2	mRNA.RE07135
XP_004346894.1	mRNA.RE14546
XP_004346895.1	mRNA.RE12781
XP_004346897.1	mRNA.RE00206
XP_004346898.1	mRNA.RE09593
XP_004346899.2	mRNA.RE03029
XP_004346901.2	mRNA.RE13385
XP_004346906.1	mRNA.RE10953
XP_004346911.2	mRNA.RE01925
XP_004346912.1	mRNA.RE13393
XP_004346914.1	mRNA.RE13435
XP_004346915.1	mRNA.RE09311
XP_004346918.2	mRNA.RE00228
XP_004346921.1	mRNA.RE04868
XP_004346924.1	mRNA.RE11230
XP_004346925.1	mRNA.RE09752
XP_004346927.2	mRNA.RE11201
XP_004346931.1	mRNA.RE01307
XP_004346932.2	mRNA.RE14569
XP_004346933.2	mRNA.RE01709
XP_004346938.1	mRNA.RE06895
XP_004346941.1	mRNA.RE07187
XP_004346945.2	mRNA.RE13639
XP_004346946.1	mRNA.RE15127
XP_004346952.1	mRNA.RE03380
XP_004346955.2	mRNA.RE06086
XP_004346956.1	mRNA.RE14449
XP_004346962.1	mRNA.RE06277
XP_004346964.2	mRNA.RE16252
XP_004346965.2	mRNA.RE12633
XP_004346968.1	mRNA.RE06436
XP_004346970.2	mRNA.RE08987
XP_004346971.1	mRNA.RE16614
XP_004346972.1	mRNA.RE07868
XP_004346975.2	mRNA.RE15108
XP_004346977.1	mRNA.RE12223
XP_004346980.2	mRNA.RE05315
XP_004346983.1	mRNA.RE16661
XP_004346985.1	mRNA.RE02011
XP_004346986.2	mRNA.RE13910
XP_004346987.2	mRNA.RE04727
XP_004346990.1	mRNA.RE13495
XP_004346996.2	mRNA.RE13529
XP_004346999.1	mRNA.RE13497
XP_004347000.1	mRNA.RE12829
XP_004347002.2	mRNA.RE16276
XP_004347003.2	mRNA.RE10323
XP_004347004.2	mRNA.RE07465
XP_004347005.2	mRNA.RE16310
XP_004347009.2	mRNA.RE08578
XP_004347012.1	mRNA.RE12582
XP_004347015.1	mRNA.RE13667
XP_004347017.2	mRNA.RE15912
XP_004347021.1	mRNA.RE10141
XP_004347022.1	mRNA.RE14549
XP_004347024.2	mRNA.RE04831
XP_004347026.1	mRNA.RE04949
XP_004347030.2	mRNA.RE13672
XP_004347033.1	mRNA.RE06209
XP_004347037.1	mRNA.RE11043
XP_004347039.1	mRNA.RE15660
XP_004347042.2	mRNA.RE14885
XP_004347045.1	mRNA.RE16675
XP_004347046.2	mRNA.RE16437
XP_004347048.1	mRNA.RE11055
XP_004347051.1	mRNA.RE10888
XP_004347053.1	mRNA.RE11542
XP_004347057.1	mRNA.RE05920
XP_004347058.2	mRNA.RE16593
XP_004347059.2	mRNA.RE00996
XP_004347060.1	mRNA.RE08838
XP_004347061.2	mRNA.RE01696
XP_004347063.1	mRNA.RE01699
XP_004347065.1	mRNA.RE06754
XP_004347066.1	mRNA.RE15229
XP_004347068.2	mRNA.RE06537
XP_004347069.1	mRNA.RE04340
XP_004347070.1	mRNA.RE05827
XP_004347072.2	mRNA.RE11893
XP_004347073.1	mRNA.RE03981
XP_004347076.1	mRNA.RE11607
XP_004347261.1	mRNA.RE10289
XP_004347271.1	mRNA.RE03480
XP_004347272.1	mRNA.RE02132
XP_004347273.1	mRNA.RE12712
XP_004347277.1	mRNA.RE00910
XP_004347280.2	mRNA.RE08638
XP_004347281.1	mRNA.RE08661
XP_004347290.1	mRNA.RE09393
XP_004347291.1	mRNA.RE04470
XP_004347292.1	mRNA.RE06007
XP_004347293.2	mRNA.RE09246
XP_004347296.1	mRNA.RE14358
XP_004347298.2	mRNA.RE16439
XP_004347299.1	mRNA.RE06977
XP_004347303.1	mRNA.RE12484
XP_004347308.2	mRNA.RE03657
XP_004347312.2	mRNA.RE01908
XP_004347313.1	mRNA.RE00556
XP_004347314.2	mRNA.RE04109
XP_004347317.2	mRNA.RE15027
XP_004347318.1	mRNA.RE15295
XP_004347319.2	mRNA.RE04062
XP_004347320.1	mRNA.RE09072
XP_004347321.1	mRNA.RE07042
XP_004347322.1	mRNA.RE11776
XP_004347323.1	mRNA.RE01297
XP_004347324.1	mRNA.RE12933
XP_004347325.1	mRNA.RE05359
XP_004347327.1	mRNA.RE11267
