XP_004339904.1	Em0019g582a
XP_004345297.1	Em0022g169a
XP_004345304.1	Em0011g95a
XP_004345311.1	Em0021g95a
XP_004345314.1	Em0014g38a
XP_004345315.1	Em0019g208a
XP_004345318.1	Em0001g436a
XP_004345322.1	Em0030g29a
XP_004345324.1	Em0013g843a
XP_004345325.2	Em0014g12a
XP_004345327.1	Em0014g35a
XP_004345333.1	Em0017g286a
XP_004345387.1	Em0011g243a
XP_004345389.1	Em0018g1170a
XP_004345391.1	Em0019g758a
XP_004345394.1	Em0018g1156a
XP_004345396.2	Em0508g11a
XP_004345398.1	Em0018g1017a
XP_004345399.2	Em0013g1125a
XP_004345400.1	Em0021g224a
XP_004345401.1	Em0021g594a
XP_004345404.2	Em0001g2801a
XP_004345405.1	Em0005g1091a
XP_004345409.1	Em0001g3277a
XP_004345410.1	Em0015g936a
XP_004345412.1	Em0008g1002a
XP_004345413.1	Em0020g654a
XP_004345415.1	Em0019g1049a
XP_004345416.1	Em0016g500a
XP_004345418.1	Em0003g1443a
XP_004345422.1	Em0057g21a
XP_004345426.2	Em0115g9a
XP_004345428.1	Em0015g1008a
XP_004345429.1	Em0015g886a
XP_004345435.2	Em0015g759a
XP_004345437.2	Em0015g935a
XP_004345441.1	Em0006g1381a
XP_004345443.1	Em0015g624a
XP_004345446.1	Em0015g762a
XP_004345447.1	Em0009g1312a
XP_004345448.2	Em0012g969a
XP_004345449.1	Em0016g86a
XP_004345450.2	Em0015g610a
XP_004345451.2	Em0020g102a
XP_004345453.1	Em0019g307a
XP_004345455.1	Em0014g601a
XP_004345456.1	Em0015g563a
XP_004345457.1	Em0015g1204a
XP_004345458.2	Em0017g565a
XP_004345459.2	Em0013g149a
XP_004345460.2	Em0009g1245a
XP_004345466.1	Em0009g670a
XP_004345467.1	Em0015g1257a
XP_004345468.2	Em0001g998a
XP_004345470.1	Em0015g737a
XP_004345472.1	Em0021g495a
XP_004345476.1	Em0019g276a
XP_004345480.1	Em0016g539a
XP_004345483.1	Em0016g542a
XP_004345488.1	Em0002g45a
XP_004345489.1	Em0021g424a
XP_004345493.1	Em0015g671a
XP_004345494.1	Em0015g1022a
XP_004345497.1	Em0016g108a
XP_004345498.1	Em0022g167a
XP_004345499.1	Em0015g1011a
XP_004345505.1	Em0012g1044a
XP_004345509.2	Em0021g852a
XP_004345510.1	Em0022g402a
XP_004345515.2	Em0001g121a
XP_004345519.1	Em0022g296a
XP_004345521.1	Em0008g104a
XP_004345525.2	Em0015g1185a
XP_004345526.1	Em0015g1190a
XP_004345531.2	Em0004g27a
XP_004345532.2	Em0015g1050a
XP_004345534.1	Em0019g1090a
XP_004345535.2	Em0010g839a
XP_004345536.1	Em0015g1073a
XP_004345541.2	Em0020g1103a
XP_004345542.2	Em0016g1137a
XP_004345543.1	Em0006g1511a
XP_004345546.1	Em0011g495a
XP_004345555.1	Em0003g1498a
XP_004345557.2	Em0022g317a
XP_004345559.2	Em0021g830a
XP_004345560.1	Em0013g532a
XP_004345563.2	Em0007g1457a
XP_004345566.1	Em0022g48a
XP_004345577.1	Em0007g256a
XP_004345579.1	Em0015g612a
XP_004345583.1	Em0022g939a
XP_004345584.2	Em0008g54a
XP_004345585.2	Em0677g1a
XP_004345586.1	Em0018g480a
XP_004345587.1	Em0018g367a
XP_004345588.1	Em0010g981a
XP_004345589.1	Em0018g564a
XP_004345591.1	Em0018g598a
XP_004345594.2	Em0022g551a
XP_004345595.2	Em0011g324a
XP_004345598.2	Em0018g686a
XP_004345599.1	Em0020g1016a
XP_004345605.2	Em0008g1032a
XP_004345611.1	Em0015g614a
XP_004345612.1	Em0004g95a
XP_004345614.2	Em0018g1132a
XP_004345622.1	Em0008g1079a
XP_004345623.1	Em0014g655a
XP_004345625.1	Em0019g934a
XP_004345626.1	Em0012g414a
XP_004345627.1	Em0008g972a
XP_004345633.1	Em0002g1840a
XP_004345636.1	Em0086g12a
XP_004345639.1	Em0192g4a
XP_004345642.2	Em0008g1107a
XP_004345646.2	Em0006g646a
XP_004345651.1	Em0008g1068a
XP_004345653.2	Em0015g696a
XP_004345655.1	Em0015g1156a
XP_004345656.1	Em0016g550a
XP_004345657.2	Em0021g23a
XP_004345658.1	Em0007g738a
XP_004345659.1	Em0020g228a
XP_004345662.1	Em0003g720a
XP_004345665.1	Em0006g1144a
XP_004345671.1	Em0023g719a
XP_004345679.1	Em0020g845a
XP_004345680.2	Em0020g835a
XP_004345681.1	Em0022g220a
XP_004345684.1	Em0008g413a
XP_004345685.1	Em0023g764a
XP_004345689.1	Em0019g316a
XP_004345690.1	Em0009g1071a
XP_004345693.1	Em0012g1079a
XP_004345694.1	Em0028g45a
XP_004345697.1	Em0003g733a
XP_004345707.1	Em0011g32a
XP_004345709.2	Em0020g701a
XP_004345710.1	Em0011g586a
XP_004345719.1	Em0012g464a
XP_004345721.1	Em0002g630a
XP_004345724.2	Em0015g843a
XP_004345726.1	Em0018g345a
XP_004345728.1	Em0007g250a
XP_004345729.1	Em0003g377a
XP_004345731.2	Em0016g913a
XP_004345732.2	Em0015g763a
XP_004345739.1	Em0014g22a
XP_004345740.1	Em0008g145a
XP_004345741.1	Em0004g979a
XP_004345743.2	Em0508g3a
XP_004345745.1	Em0014g124a
XP_004345749.2	Em0011g773a
XP_004345751.2	Em0013g102a
XP_004345759.1	Em0001g259a
XP_004345760.2	Em0020g968a
XP_004345762.1	Em0001g2123a
XP_004345768.1	Em0007g982a
XP_004345774.2	Em0020g36a
XP_004345777.2	Em0012g770a
XP_004345783.2	Em0002g1891a
XP_004345784.2	Em0010g869a
XP_004345786.2	Em0014g491a
XP_004345792.1	Em0001g1627a
XP_004345800.1	Em0022g693a
XP_004346072.1	Em0007g1330a
XP_004346073.1	Em0022g777a
XP_004346074.2	Em0008g507a
XP_004346078.2	Em0022g302a
XP_004346090.1	Em0020g352a
XP_004346092.2	Em0003g1842a
XP_004346096.2	Em0021g846a
XP_004346097.2	Em0001g3795a
XP_004346099.1	Em0020g873a
XP_004346100.1	Em0005g960a
XP_004346112.1	Em0018g725a
XP_004346114.2	Em0021g640a
XP_004346118.1	Em0020g156a
XP_004346124.1	Em0005g1602a
XP_004346129.2	Em0008g1025a
XP_004346131.2	Em0001g1102a
XP_004346132.1	Em0020g690a
XP_004346140.1	Em0020g871a
XP_004346141.2	Em0024g52a
XP_004346143.2	Em0020g230a
XP_004346151.2	Em0020g1004a
XP_004346153.1	Em0020g997a
XP_004346158.1	Em0011g40a
XP_004346163.1	Em0020g172a
XP_004346164.1	Em0007g970a
XP_004346165.1	Em0010g907a
XP_004346171.2	Em0011g16a
XP_004346174.1	Em0008g1020a
XP_004346178.1	Em0020g793a
XP_004346182.1	Em0023g315a
XP_004346184.1	Em0460g6a
XP_004346185.2	Em0015g119a
XP_004346190.1	Em0020g712a
XP_004346191.2	Em0018g1116a
XP_004346198.1	Em0015g32a
XP_004346201.2	Em0020g357a
XP_004346208.2	Em0001g3379a
XP_004346215.2	Em0019g763a
XP_004346217.1	Em0024g240a
XP_004346221.2	Em0465g1a
XP_004346226.2	Em0015g130a
XP_004346228.1	Em0021g345a
XP_004346229.2	Em0015g151a
XP_004346230.1	Em0021g26a
XP_004346233.1	Em0246g7a
XP_004346239.2	Em0022g224a
XP_004346241.2	Em0007g1460a
XP_004346242.1	Em0005g1191a
XP_004346254.2	Em0007g1394a
XP_004346255.2	Em0158g3a
XP_004346257.1	Em0020g649a
XP_004346258.2	Em0020g101a
XP_004346260.2	Em0012g82a
XP_004346261.2	Em0019g538a
XP_004346266.1	Em0026g55a
XP_004346268.1	Em0004g635a
XP_004346271.1	Em0008g603a
XP_004346277.2	Em0020g995a
XP_004346278.2	Em0015g292a
XP_004346283.1	Em0023g350a
XP_004346284.2	Em0012g496a
XP_004346286.1	Em0001g2388a
XP_004346287.2	Em0015g236a
XP_004346297.1	Em0021g97a
XP_004346303.1	Em0023g183a
XP_004346311.2	Em0008g1059a
XP_004346312.1	Em0022g175a
XP_004346316.1	Em0023g538a
XP_004346317.1	Em0006g1217a
XP_004346319.1	Em0006g1244a
XP_004346323.1	Em0009g942a
XP_004346325.1	Em0005g650a
XP_004346327.1	Em0006g1007a
XP_004346331.1	Em0014g598a
XP_004346335.2	Em0023g445a
XP_004346341.1	Em0011g8a
XP_004346343.1	Em0022g562a
XP_004346344.1	Em0020g114a
XP_004346349.1	Em0023g518a
XP_004346352.1	Em0718g6a
XP_004346353.1	Em0011g150a
XP_004346356.2	Em0011g658a
XP_004346360.1	Em0003g1220a
XP_004346367.1	Em0023g247a
XP_004346368.2	Em0024g61a
XP_004346369.2	Em0019g656a
XP_004346371.1	Em0011g23a
XP_004346387.2	Em0013g269a
XP_004346390.1	Em0019g762a
XP_004346394.1	Em0011g790a
XP_004346397.2	Em0016g11a
XP_004346398.2	Em0016g149a
XP_004346401.1	Em0016g43a
XP_004346408.1	Em0017g301a
XP_004346410.1	Em0007g1011a
XP_004346411.1	Em0007g644a
XP_004346415.1	Em0014g328a
XP_004346421.1	Em0020g689a
XP_004346425.2	Em0020g1065a
XP_004346426.1	Em0020g889a
XP_004346428.1	Em0023g917a
XP_004346432.1	Em0009g1163a
XP_004346433.1	Em0020g1085a
XP_004346437.1	Em0020g1051a
XP_004346438.2	Em0006g794a
XP_004346446.2	Em0011g82a
XP_004346447.2	Em0016g879a
XP_004346454.1	Em0023g323a
XP_004346459.1	Em0001g3429a
XP_004346460.2	Em0551g7a
XP_004346461.1	Em0015g136a
XP_004346466.2	Em0018g767a
XP_004346644.1	Em0016g84a
XP_004346645.1	Em0020g1077a
XP_004346647.2	Em0022g29a
XP_004346650.1	Em0022g216a
XP_004346657.1	Em0034g6a
XP_004346665.2	Em0022g266a
XP_004346677.1	Em0008g506a
XP_004346682.1	Em0013g287a
XP_004346693.2	Em0013g406a
XP_004346694.1	Em0013g120a
XP_004346695.1	Em0013g190a
XP_004346696.1	Em0023g63a
XP_004346697.1	Em0013g572a
XP_004346701.1	Em0013g52a
XP_004346703.1	Em0024g86a
XP_004346704.1	Em0022g934a
XP_004346706.2	Em0005g893a
XP_004346707.1	Em0002g1869a
XP_004346709.1	Em0019g358a
XP_004346713.1	Em0001g209a
XP_004346715.1	Em0002g1883a
XP_004346718.1	Em0019g1035a
XP_004346721.1	Em0028g20a
XP_004346722.2	Em0014g809a
XP_004346728.2	Em0012g466a
XP_004346730.1	Em0023g74a
XP_004346731.2	Em0015g978a
XP_004346733.1	Em0015g1273a
XP_004346736.2	Em0020g656a
XP_004346738.1	Em0021g263a
XP_004346741.2	Em0009g619a
XP_004346742.1	Em0020g77a
XP_004346745.2	Em0020g799a
XP_004346747.2	Em0023g811a
XP_004346749.1	Em0137g13a
XP_004346750.1	Em0019g704a
XP_004346755.1	Em0001g1766a
XP_004346759.2	Em0020g195a
XP_004346760.2	Em0013g550a
XP_004346764.2	Em0023g384a
XP_004346767.1	Em0023g20a
XP_004346769.1	Em0021g568a
XP_004346776.2	Em0005g1173a
XP_004346780.1	Em0016g355a
XP_004346781.2	Em0008g30a
XP_004346782.2	Em0003g681a
XP_004346783.2	Em0008g279a
XP_004346784.1	Em0014g431a
XP_004346785.1	Em0020g753a
XP_004346786.2	Em0008g604a
XP_004346793.2	Em0012g168a
XP_004346799.2	Em0013g125a
XP_004346802.2	Em0015g306a
XP_004346803.2	Em0013g387a
XP_004346806.1	Em0017g944a
XP_004346807.2	Em0145g9a
XP_004346808.1	Em0017g182a
XP_004346810.1	Em0020g919a
XP_004346815.1	Em0013g142a
XP_004346817.1	Em0009g1127a
XP_004346818.1	Em0013g1112a
XP_004346821.1	Em0004g1039a
XP_004346824.1	Em0002g43a
XP_004346826.2	Em0015g227a
XP_004346827.2	Em0001g1027a
XP_004346835.2	Em0021g759a
XP_004346836.1	Em0011g264a
XP_004346837.1	Em0019g737a
XP_004346840.2	Em0007g182a
XP_004346842.1	Em0009g1118a
XP_004346844.1	Em0016g111a
XP_004346845.2	Em0021g794a
XP_004346846.1	Em0001g1154a
XP_004346848.1	Em0001g2639a
XP_004346855.2	Em0009g959a
XP_004346856.1	Em0016g563a
XP_004346859.1	Em0015g707a
XP_004346868.1	Em0013g302a
XP_004346871.1	Em0020g640a
XP_004346872.1	Em0019g1092a
XP_004346873.1	Em0009g1112a
XP_004346880.2	Em0015g510a
XP_004346881.1	Em0444g3a
XP_004346882.1	Em0010g180a
XP_004346883.2	Em0005g1649a
XP_004346884.2	Em0016g1071a
XP_004346885.1	Em0009g694a
XP_004346886.2	Em0019g667a
XP_004346887.1	Em0023g408a
XP_004346890.2	Em0020g200a
XP_004346893.2	Em0013g297a
XP_004346894.1	Em0017g281a
XP_004346895.1	Em0016g924a
XP_004346897.1	Em0010g925a
XP_004346899.2	Em0023g233a
XP_004346901.2	Em0009g1199a
XP_004346906.1	Em0022g316a
XP_004346912.1	Em0021g114a
XP_004346914.1	Em0016g622a
XP_004346917.1	Em0007g770a
XP_004346921.1	Em0003g320a
XP_004346925.1	Em0016g1099a
XP_004346931.1	Em0023g507a
XP_004346932.2	Em0010g727a
XP_004346933.2	Em0001g18a
XP_004346936.1	Em0014g791a
XP_004346937.1	Em0023g99a
XP_004346939.1	Em0003g656a
XP_004346943.1	Em0022g82a
XP_004346945.2	Em0018g788a
XP_004346946.1	Em0005g1185a
XP_004346952.1	Em0052g9a
XP_004346955.2	Em0017g224a
XP_004346956.1	Em0010g728a
XP_004346962.1	Em0023g24a
XP_004346964.2	Em0016g87a
XP_004346965.2	Em0007g18a
XP_004346968.1	Em0020g1024a
XP_004346970.2	Em0023g568a
XP_004346971.1	Em0018g1059a
XP_004346972.1	Em0179g2a
XP_004346975.2	Em0005g1323a
XP_004346977.1	Em0010g917a
XP_004346978.1	Em0001g110a
XP_004346980.2	Em0007g1515a
XP_004346981.1	Em0006g973a
XP_004346982.2	Em0022g524a
XP_004346983.1	Em0015g731a
XP_004346986.2	Em0012g904a
XP_004346990.1	Em0011g789a
XP_004346996.2	Em0011g545a
XP_004346999.1	Em0011g1184a
XP_004347000.1	Em0007g716a
XP_004347002.2	Em0016g549a
XP_004347005.2	Em0022g201a
XP_004347008.2	Em0009g1276a
XP_004347010.2	Em0011g683a
XP_004347012.1	Em0023g87a
XP_004347015.1	Em0022g443a
XP_004347017.2	Em0022g288a
XP_004347018.1	Em0020g18a
XP_004347021.1	Em0010g71a
XP_004347022.1	Em0022g696a
XP_004347024.2	Em0021g295a
XP_004347030.2	Em0021g559a
XP_004347033.1	Em0010g716a
XP_004347039.1	Em0017g591a
XP_004347042.2	Em0009g1233a
XP_004347045.1	Em0003g269a
XP_004347046.2	Em0023g326a
XP_004347048.1	Em0016g1074a
XP_004347051.1	Em0001g1947a
XP_004347053.1	Em0004g926a
XP_004347057.1	Em0011g42a
XP_004347058.2	Em0018g1175a
XP_004347059.2	Em0009g1062a
XP_004347060.1	Em0004g82a
XP_004347061.2	Em0004g340a
XP_004347065.1	Em0020g155a
XP_004347066.1	Em0023g26a
XP_004347068.2	Em0009g756a
XP_004347069.1	Em0005g800a
XP_004347070.1	Em0020g90a
XP_004347072.2	Em0013g158a
XP_004347073.1	Em0013g373a
XP_004347075.2	Em0019g958a
XP_004347076.1	Em0005g1635a
XP_004347269.1	Em0016g158a
XP_004347271.1	Em0020g317a
XP_004347272.1	Em0008g1008a
XP_004347273.1	Em0016g110a
XP_004347275.1	Em0003g818a
XP_004347276.2	Em0016g580a
XP_004347279.1	Em0020g80a
XP_004347280.2	Em0018g85a
XP_004347282.1	Em0011g828a
XP_004347290.1	Em0005g143a
XP_004347292.1	Em0013g830a
XP_004347293.2	Em0015g1117a
XP_004347298.2	Em0008g1015a
XP_004347303.1	Em0001g1021a
XP_004347307.1	Em0002g1861a
XP_004347308.2	Em0019g162a
XP_004347312.2	Em0013g713a
XP_004347313.1	Em0008g1118a
XP_004347314.2	Em0023g776a
XP_004347317.2	Em0004g41a
XP_004347319.2	Em0019g239a
XP_004347322.1	Em0011g1015a
XP_004347324.1	Em0001g92a
XP_004347327.1	Em0014g4a
XP_004347328.1	Em0008g1173a
XP_004347331.2	Em0006g936a
XP_004347332.1	Em0011g9a
XP_004347333.1	Em0021g260a
XP_004347334.1	Em0021g265a
XP_004347338.2	Em0008g1072a
XP_004347350.1	Em0008g1030a
XP_004347351.1	Em0004g997a
XP_004347352.1	Em0016g438a
XP_004347355.2	Em0012g1047a
XP_004347356.2	Em0018g41a
XP_004347358.1	Em0007g619a
XP_004347361.1	Em0005g1489a
XP_004347362.1	Em0004g353a
XP_004347365.1	Em0007g722a
XP_004347370.1	Em0007g842a
XP_004347371.1	Em0007g577a
XP_004347376.2	Em0023g124a
XP_004347377.1	Em0002g1061a
XP_004347380.1	Em0020g816a
XP_004347381.2	Em0086g7a
XP_004347382.1	Em0001g1140a
XP_004347383.2	Em0007g369a
XP_004347386.2	Em0060g16a
XP_004347390.2	Em0004g1025a
XP_004347391.1	Em0004g1106a
XP_004347392.2	Em0019g160a
XP_004347393.1	Em0013g166a
XP_004347394.1	Em0023g151a
XP_004347396.1	Em0021g379a
XP_004347397.1	Em0013g313a
XP_004347408.1	Em0023g937a
XP_004347409.1	Em0009g185a
XP_004347410.1	Em0005g90a
XP_004347417.1	Em0012g1096a
XP_004347418.1	Em0015g1210a
XP_004347422.1	Em0012g964a
XP_004347423.1	Em0012g916a
XP_004347425.1	Em0016g659a
XP_004347426.1	Em0009g1242a
XP_004347429.2	Em0011g134a
XP_004347431.1	Em0004g1079a
XP_004347432.1	Em0021g231a
XP_004347433.1	Em0023g313a
XP_004347435.2	Em0013g103a
XP_004347439.1	Em0012g967a
XP_004347446.2	Em0012g1031a
XP_004347451.1	Em0012g997a
XP_004347454.2	Em0017g563a
XP_004347457.1	Em0022g700a
XP_004347462.1	Em0016g696a
XP_004347466.1	Em0022g692a
XP_004347467.1	Em0004g1652a
XP_004347470.1	Em0021g797a
XP_004347471.1	Em0009g601a
XP_004347474.1	Em0021g239a
XP_004347475.1	Em0010g175a
XP_004347478.2	Em0017g17a
XP_004347493.1	Em0013g176a
XP_004347494.2	Em0021g668a
XP_004347496.2	Em0013g48a
XP_004347498.1	Em0018g992a
XP_004347500.1	Em0020g783a
XP_004347502.1	Em0023g90a
XP_004347504.2	Em0001g1822a
XP_004347509.1	Em0004g1386a
XP_004347510.1	Em0020g850a
XP_004347512.2	Em0014g834a
XP_004347513.1	Em0018g68a
XP_004347517.2	Em0023g284a
XP_004347519.2	Em0021g968a
XP_004347520.2	Em0015g296a
XP_004347521.1	Em0023g795a
XP_004347526.2	Em0022g654a
XP_004347527.1	Em0013g1092a
XP_004347528.1	Em0022g360a
XP_004347529.1	Em0002g1885a
XP_004347534.2	Em0019g864a
XP_004347535.1	Em0004g1040a
XP_004347538.2	Em0023g752a
XP_004347539.1	Em0023g766a
XP_004347540.1	Em0022g204a
XP_004347545.1	Em0023g358a
XP_004347547.1	Em0023g704a
XP_004347549.1	Em0458g4a
XP_004347550.2	Em0004g1578a
XP_004347552.1	Em0011g128a
XP_004347553.1	Em0010g118a
XP_004347557.1	Em0016g1104a
XP_004347558.2	Em0022g425a
XP_004347560.1	Em0010g940a
XP_004347564.1	Em0015g57a
XP_004347565.1	Em0145g8a
XP_004347566.1	Em0022g640a
XP_004347569.1	Em0010g853a
XP_004347570.2	Em0022g418a
XP_004347573.2	Em0012g1098a
XP_004347576.1	Em0009g812a
XP_004347577.1	Em0014g49a
XP_004347578.2	Em0023g9a
XP_004347580.2	Em0016g1066a
XP_004347581.2	Em0022g292a
XP_004347583.1	Em0021g833a
XP_004347587.2	Em0011g1183a
XP_004347588.2	Em0016g252a
XP_004347593.1	Em0022g130a
XP_004347596.1	Em0023g654a
XP_004347597.2	Em0022g717a
XP_004347601.1	Em0022g139a
XP_004347605.1	Em0022g173a
XP_004347609.2	Em0016g398a
XP_004347610.1	Em0020g571a
XP_004347614.1	Em0016g245a
XP_004347615.2	Em0023g307a
XP_004347618.2	Em0022g176a
XP_004347619.2	Em0022g219a
XP_004347620.1	Em0016g1111a
XP_004347621.1	Em0019g58a
XP_004347622.1	Em0013g141a
XP_004347623.2	Em0021g300a
XP_004347628.1	Em0460g3a
XP_004347629.1	Em0006g1422a
XP_004347630.2	Em0020g88a
XP_004347631.1	Em0008g285a
XP_004347632.1	Em0015g1058a
XP_004347633.1	Em0008g1217a
XP_004347634.1	Em0022g555a
XP_004347639.1	Em0016g264a
XP_004347642.2	Em0022g246a
XP_004347645.1	Em0009g987a
XP_004347646.1	Em0003g38a
XP_004347647.1	Em0022g60a
XP_004347648.1	Em0022g284a
XP_004347649.2	Em0008g1157a
XP_004347650.2	Em0009g994a
XP_004347651.2	Em0016g263a
XP_004347652.2	Em0001g1374a
XP_004347653.2	Em0022g721a
XP_004347658.1	Em0022g229a
XP_004347660.1	Em0004g65a
XP_004347665.2	Em0022g132a
XP_004347666.2	Em0011g803a
XP_004347667.2	Em0022g123a
XP_004347672.2	Em0021g111a
XP_004347676.1	Em0420g4a
XP_004347683.2	Em0019g908a
XP_004347684.1	Em0029g44a
XP_004347685.2	Em0004g57a
XP_004347689.1	Em0068g5a
XP_004347690.2	Em0009g646a
XP_004347694.2	Em0012g520a
XP_004347695.2	Em0004g91a
XP_004347696.1	Em0004g64a
XP_004347698.1	Em0011g76a
XP_004347795.2	Em0010g922a
XP_004347799.1	Em0020g1095a
XP_004347804.2	Em0001g66a
XP_004347808.2	Em0019g201a
XP_004347810.1	Em0015g1083a
XP_004347811.2	Em0002g268a
XP_004347814.1	Em0005g72a
XP_004347816.1	Em0015g981a
XP_004347820.2	Em0018g1047a
XP_004347823.1	Em0015g416a
XP_004347824.1	Em0018g303a
XP_004347826.1	Em0016g45a
XP_004347829.1	Em0010g908a
XP_004347830.1	Em0016g259a
XP_004347831.1	Em0009g143a
XP_004347834.1	Em0016g274a
XP_004347837.1	Em0001g1131a
XP_004347840.1	Em0005g1280a
XP_004347841.1	Em0015g74a
XP_004347849.2	Em0009g61a
XP_004347850.1	Em0016g41a
XP_004347851.2	Em0002g747a
XP_004347855.1	Em0001g2657a
XP_004347856.1	Em0001g331a
XP_004347857.1	Em0023g944a
XP_004347858.1	Em0001g2644a
XP_004347865.1	Em0018g859a
XP_004347867.1	Em0013g165a
XP_004347868.1	Em0006g472a
XP_004347870.1	Em0015g880a
XP_004347871.1	Em0016g88a
XP_004347876.2	Em0016g275a
XP_004347877.2	Em0114g16a
XP_004347878.2	Em0001g1891a
XP_004347880.1	Em0604g4a
XP_004347884.2	Em0001g3613a
XP_004347885.1	Em0010g896a
XP_004347887.2	Em0019g1149a
XP_004347890.1	Em0016g265a
XP_004347892.2	Em0016g588a
XP_004347894.2	Em0020g316a
XP_004347895.1	Em0019g1195a
XP_004347896.1	Em0001g24a
XP_004347897.2	Em0001g2411a
XP_004347900.2	Em0012g1049a
XP_004347904.1	Em0016g184a
XP_004347908.1	Em0009g1174a
XP_004347913.2	Em0013g250a
XP_004347917.2	Em0020g30a
XP_004347920.1	Em0001g2907a
XP_004347922.1	Em0021g989a
XP_004347924.2	Em0018g136a
XP_004347926.1	Em0013g115a
XP_004347929.1	Em0022g859a
XP_004347930.1	Em0011g245a
XP_004347934.1	Em0009g1278a
XP_004347939.2	Em0071g21a
XP_004347940.1	Em0021g41a
XP_004347943.1	Em0009g53a
XP_004347946.1	Em0001g929a
XP_004347948.2	Em0263g11a
XP_004347949.2	Em0018g1071a
XP_004347950.1	Em0004g1044a
XP_004347961.1	Em0015g553a
XP_004347962.1	Em0009g436a
XP_004347965.1	Em0002g1801a
XP_004347967.2	Em0021g357a
XP_004347968.1	Em0019g894a
XP_004347969.2	Em1008g1a
XP_004347971.1	Em0009g1135a
XP_004347973.2	Em0009g1128a
XP_004347975.1	Em0015g615a
XP_004347977.2	Em0019g845a
XP_004347983.2	Em0018g77a
XP_004347988.2	Em0017g559a
XP_004347992.1	Em0016g172a
XP_004347993.2	Em0005g1655a
XP_004348003.1	Em0008g50a
XP_004348007.1	Em0012g1002a
XP_004348015.1	Em0011g419a
XP_004348020.2	Em0018g576a
XP_004348021.1	Em0020g84a
XP_004348026.1	Em0021g570a
XP_004348033.1	Em0016g1176a
XP_004348036.1	Em0004g8a
XP_004348037.1	Em0002g501a
XP_004348044.1	Em0012g15a
XP_004348045.2	Em0010g1013a
XP_004348050.1	Em0007g284a
XP_004348053.2	Em0019g204a
XP_004348058.1	Em0011g322a
XP_004348060.1	Em0016g122a
XP_004348064.1	Em0011g815a
XP_004348066.2	Em0011g463a
XP_004348067.1	Em0013g626a
XP_004348068.2	Em0011g818a
XP_004348069.2	Em0017g387a
XP_004348070.1	Em0023g728a
XP_004348072.2	Em0018g378a
XP_004348074.2	Em0013g330a
XP_004348077.1	Em0013g228a
XP_004348078.2	Em0019g603a
XP_004348080.1	Em0009g963a
XP_004348083.2	Em0018g137a
XP_004348084.1	Em0005g1647a
XP_004348085.2	Em0013g106a
XP_004348089.2	Em0039g23a
XP_004348090.2	Em0013g1109a
XP_004348091.1	Em0017g177a
XP_004348092.2	Em0021g545a
XP_004348093.1	Em0006g1428a
XP_004348095.1	Em0013g229a
XP_004348096.1	Em0016g635a
XP_004348100.1	Em0018g621a
XP_004348102.1	Em0015g69a
XP_004348103.1	Em0016g39a
XP_004348106.1	Em0014g417a
XP_004348115.2	Em0016g994a
XP_004348116.2	Em0016g995a
XP_004348117.1	Em0708g3a
XP_004348119.1	Em0020g226a
XP_004348121.2	Em0001g2004a
XP_004348125.1	Em0016g34a
XP_004348134.1	Em0016g1170a
XP_004348135.1	Em0016g1000a
XP_004348136.1	Em0013g246a
XP_004348141.1	Em0023g547a
XP_004348144.1	Em0023g499a
XP_004348146.1	Em0021g32a
XP_004348147.1	Em0009g593a
XP_004348148.1	Em0016g946a
XP_004348151.1	Em0018g1080a
XP_004348154.2	Em0016g900a
XP_004348155.2	Em0016g1022a
XP_004348156.1	Em0531g11a
XP_004348160.2	Em0016g917a
XP_004348163.1	Em0020g1055a
XP_004348165.1	Em0022g701a
XP_004348169.2	Em0004g750a
XP_004348174.1	Em0010g944a
XP_004348176.2	Em0016g1118a
XP_004348177.1	Em0023g194a
XP_004348181.2	Em0016g1025a
XP_004348182.2	Em0018g1117a
XP_004348183.1	Em0019g617a
XP_004348184.1	Em0008g955a
XP_004348187.1	Em0023g895a
XP_004348188.1	Em0020g791a
XP_004348195.1	Em0015g908a
XP_004348197.1	Em0023g501a
XP_004348198.1	Em0018g805a
XP_004348199.1	Em0008g1060a
XP_004348200.2	Em0007g639a
XP_004348201.1	Em0023g762a
XP_004348204.1	Em0020g85a
XP_004348211.1	Em0008g1033a
XP_004348212.1	Em0677g2a
XP_004348215.2	Em0174g4a
XP_004348220.2	Em0016g1167a
XP_004348222.1	Em0023g933a
XP_004348224.1	Em0022g334a
XP_004348226.2	Em0006g958a
XP_004348227.2	Em0015g1159a
XP_004348234.2	Em0023g536a
XP_004348235.2	Em0003g1372a
XP_004348243.1	Em0012g421a
XP_004348244.1	Em0023g368a
XP_004348246.1	Em0005g1171a
XP_004348247.1	Em0021g267a
XP_004348248.2	Em0001g1705a
XP_004348250.1	Em0021g951a
XP_004348252.1	Em0023g596a
XP_004348259.1	Em0001g2417a
XP_004348266.1	Em0021g912a
XP_004348268.2	Em0011g851a
XP_004348269.1	Em0022g215a
XP_004348270.2	Em0023g935a
XP_004348272.2	Em0003g1208a
XP_004348273.1	Em0018g1015a
XP_004348274.1	Em0023g470a
XP_004348275.2	Em0001g1104a
XP_004348277.1	Em0017g160a
XP_004348278.1	Em0001g3822a
XP_004348281.2	Em0013g92a
XP_004348283.2	Em0016g65a
XP_004348290.2	Em0001g849a
XP_004348293.2	Em0015g977a
XP_004348295.2	Em0023g794a
XP_004348296.2	Em0018g155a
